task_type,gen_model,behavior,traces,occurrence_prevalence,mean_rate_all_traces,mean_rate_conditional_on_occurrence,mean_centroid_conditional_on_occurrence
math,qwen35_9b,Question_and_Answering,439,0.9703872437357631,0.10128417058467239,0.10437500208138777,0.5508739250653999
math,qwen35_9b,Perspective_Shift,439,0.9977220956719818,0.1281644754714048,0.12845708842910206,0.49279753395080284
math,qwen35_9b,Conflict_of_Perspectives,439,0.8815489749430524,0.03253150192267731,0.03690265980376055,0.5253994488302884
math,qwen35_9b,Reconciliation,439,0.9498861047835991,0.04561860527176964,0.048025342240544056,0.5820114677521249
math,qwen35_9b,verification,439,1.0,0.23140547166107403,0.23140547166107403,0.5560277014540079
math,qwen35_9b,backtracking,439,0.7038724373576309,0.012541068004542133,0.01781724548218122,0.4716586190407906
math,qwen35_9b,subgoal,439,1.0,0.10450285341164421,0.10450285341164421,0.41579764327497887
math,qwen35_9b,backward_chaining,439,0.22323462414578588,0.002550541279423052,0.011425383894558367,0.4246146920022532
math,reasoner,Question_and_Answering,498,0.6124497991967871,0.030610690544658314,0.04998073406963882,0.46684473098227713
math,reasoner,Perspective_Shift,498,0.8152610441767069,0.11453255467332156,0.14048574440225156,0.5245977866729978
math,reasoner,Conflict_of_Perspectives,498,0.6244979919678715,0.04575982414863012,0.07327457371709904,0.5135860905584427
math,reasoner,Reconciliation,498,0.6726907630522089,0.03516566444203166,0.05227612206606498,0.653228428954252
math,reasoner,verification,498,0.6867469879518072,0.132944117753141,0.19358529427211757,0.628603731286831
math,reasoner,backtracking,498,0.5321285140562249,0.025278405690193313,0.047504324655533094,0.5148427324138349
math,reasoner,subgoal,498,0.9799196787148594,0.156750008779147,0.15996209912298198,0.3436947673793415
math,reasoner,backward_chaining,498,0.1144578313253012,0.0029120072509942214,0.025441747561317937,0.49601775799416475
moral,gemma4_31b,Question_and_Answering,500,0.814,0.0796238834689706,0.09781803865966905,0.5235620617518715
moral,gemma4_31b,Perspective_Shift,500,1.0,0.3354914134088098,0.3354914134088098,0.5159462427862553
moral,gemma4_31b,Conflict_of_Perspectives,500,0.882,0.06549362145427878,0.07425580663750429,0.5577335554735119
moral,gemma4_31b,Reconciliation,500,0.926,0.054615202473162795,0.05897970029499222,0.8205903819716289
moral,gemma4_31b,verification,500,0.238,0.009737286337815046,0.040912967805945576,0.7623291891329095
moral,gemma4_31b,backtracking,500,0.23,0.007812688134536524,0.03396820928059358,0.8057448906743008
moral,gemma4_31b,subgoal,500,0.992,0.2552695957592095,0.25732822153146123,0.6409732715179641
moral,gemma4_31b,backward_chaining,500,0.004,0.00017320261437908497,0.04330065359477124,0.932683989405632
moral,gemma4_e4b,Question_and_Answering,500,0.496,0.087926821570769,0.17727181768300201,0.6317313068392718
moral,gemma4_e4b,Perspective_Shift,500,0.57,0.10366694564698141,0.18187183446838842,0.5931024022107559
moral,gemma4_e4b,Conflict_of_Perspectives,500,0.496,0.03595630759253097,0.07249255563010278,0.77708397891763
moral,gemma4_e4b,Reconciliation,500,0.428,0.02872537312937846,0.06711535777892164,0.7424467285683035
moral,gemma4_e4b,verification,500,0.756,0.15844376736555726,0.20958170286449376,0.7830127583202475
moral,gemma4_e4b,backtracking,500,0.348,0.02003111428382736,0.057560673229388966,0.8963144995072336
moral,gemma4_e4b,subgoal,500,1.0,0.31468198507951517,0.31468198507951517,0.3298644303311231
moral,gemma4_e4b,backward_chaining,500,0.0,0.0,,
moral,qwen35_27b,Question_and_Answering,497,0.9859154929577465,0.08975378568860391,0.09103598262701254,0.5842115534581561
moral,qwen35_27b,Perspective_Shift,497,1.0,0.20500916083886667,0.20500916083886667,0.4669523950618101
moral,qwen35_27b,Conflict_of_Perspectives,497,1.0,0.06261230156503376,0.06261230156503376,0.5608056958848799
moral,qwen35_27b,Reconciliation,497,0.9859154929577465,0.05743962889252741,0.05826019501956352,0.641563718574202
moral,qwen35_27b,verification,497,0.96579476861167,0.05630683963281865,0.05830104020314764,0.7375099810656491
moral,qwen35_27b,backtracking,497,0.9255533199195171,0.029701149891239457,0.03209015542596958,0.7082946467791879
moral,qwen35_27b,subgoal,497,1.0,0.17058896234398735,0.17058896234398735,0.5001829928513514
moral,qwen35_27b,backward_chaining,497,0.018108651911468814,0.00024049606362807436,0.013280727069239216,0.7098577927660058
moral,qwen35_4b,Question_and_Answering,420,0.9904761904761905,0.089952706803429,0.09081763667653889,0.545599583213784
moral,qwen35_4b,Perspective_Shift,420,1.0,0.20240638764993074,0.20240638764993074,0.46321727110110467
moral,qwen35_4b,Conflict_of_Perspectives,420,1.0,0.06602738004073255,0.06602738004073255,0.5352154108463908
moral,qwen35_4b,Reconciliation,420,0.9976190476190476,0.06227631090471174,0.0624249417183268,0.6098495328698816
moral,qwen35_4b,verification,420,0.9928571428571429,0.06574508000276569,0.06621806618983596,0.6641740678558394
moral,qwen35_4b,backtracking,420,0.9714285714285714,0.03626168708432922,0.03732820729269184,0.6143244884075132
moral,qwen35_4b,subgoal,420,1.0,0.16145707696367026,0.16145707696367026,0.48564017993022507
moral,qwen35_4b,backward_chaining,420,0.009523809523809525,7.890474657593072e-05,0.008284998390472725,0.5456002354621887
moral,qwen35_9b,Question_and_Answering,485,0.9917525773195877,0.08476150392792697,0.085466381299469,0.5582642638948756
moral,qwen35_9b,Perspective_Shift,485,1.0,0.20158869011109887,0.20158869011109887,0.46998620141444536
moral,qwen35_9b,Conflict_of_Perspectives,485,0.9979381443298969,0.06343268102715235,0.06356374028547292,0.5280271680760058
moral,qwen35_9b,Reconciliation,485,0.9958762886597938,0.05820075773455614,0.058441754660993224,0.6099023809161151
moral,qwen35_9b,verification,485,0.9938144329896907,0.06292544789643464,0.06331710006176516,0.6945748945599659
moral,qwen35_9b,backtracking,485,0.9484536082474226,0.032641949329905454,0.0344159683152264,0.6342148367494699
moral,qwen35_9b,subgoal,485,1.0,0.15641799347046237,0.15641799347046237,0.49133118099246154
moral,qwen35_9b,backward_chaining,485,0.012371134020618556,9.744622485756817e-05,0.00787690317598676,0.6403354331851006
moral,reasoner,Question_and_Answering,500,0.85,0.0804187298247223,0.09461027038202625,0.5247081130647488
moral,reasoner,Perspective_Shift,500,1.0,0.2447123167344028,0.2447123167344028,0.5109529163780967
moral,reasoner,Conflict_of_Perspectives,500,0.986,0.10941786931709932,0.11097146989563825,0.5341272243514501
moral,reasoner,Reconciliation,500,0.986,0.08308306389986857,0.08426274229195595,0.8157403763557424
moral,reasoner,verification,500,0.146,0.004578745909672316,0.03136127335391997,0.6883593791001036
moral,reasoner,backtracking,500,0.192,0.004979620517280664,0.025935523527503463,0.70189114427194
moral,reasoner,subgoal,500,0.99,0.12834050481958892,0.12963687355514028,0.4633067234084482
moral,reasoner,backward_chaining,500,0.004,8.514412416851442e-05,0.021286031042128603,0.7018518447875977
planning,gemma4_31b,Question_and_Answering,500,0.9,0.1391079217393355,0.15456435748815056,0.5568676958531429
planning,gemma4_31b,Perspective_Shift,500,0.998,0.12985496020185325,0.1301151905830193,0.5463814065242062
planning,gemma4_31b,Conflict_of_Perspectives,500,0.798,0.029065024344781414,0.036422336271655906,0.5024884849455586
planning,gemma4_31b,Reconciliation,500,0.864,0.028613632802164016,0.03311763055806021,0.7118937265095651
planning,gemma4_31b,verification,500,0.998,0.2828906676654318,0.28345758283109407,0.6100772632383555
planning,gemma4_31b,backtracking,500,0.548,0.010846747794859883,0.019793335392080082,0.47648377942395087
planning,gemma4_31b,subgoal,500,0.652,0.02277261048424707,0.03492731669363047,0.3705742578198219
planning,gemma4_31b,backward_chaining,500,0.256,0.014134335132928931,0.05521224661300365,0.4445937294021418
planning,gemma4_e4b,Question_and_Answering,500,0.69,0.06962342688910994,0.10090351723059411,0.5736854247361717
planning,gemma4_e4b,Perspective_Shift,500,0.998,0.1098006159707336,0.11002065728530419,0.5791224047522574
planning,gemma4_e4b,Conflict_of_Perspectives,500,0.698,0.026468137547220452,0.03791996783269405,0.6121287323462157
planning,gemma4_e4b,Reconciliation,500,0.712,0.01931063735562713,0.02712168167925158,0.7522698208134087
planning,gemma4_e4b,verification,500,0.996,0.2209732380147825,0.22186068073773343,0.6480632178036023
planning,gemma4_e4b,backtracking,500,0.326,0.006905324944759052,0.021181978358156606,0.6022911466015015
planning,gemma4_e4b,subgoal,500,1.0,0.08525299664366645,0.08525299664366645,0.2757260572421081
planning,gemma4_e4b,backward_chaining,500,0.222,0.01169406395814211,0.052675963775414905,0.5492313829133819
planning,qwen35_27b,Question_and_Answering,499,0.969939879759519,0.11572164618922863,0.1193080608438535,0.521903920641922
planning,qwen35_27b,Perspective_Shift,499,1.0,0.115940221535757,0.115940221535757,0.5111649715311826
planning,qwen35_27b,Conflict_of_Perspectives,499,0.9238476953907816,0.027754713521370347,0.03004252070968287,0.5108751092494399
planning,qwen35_27b,Reconciliation,499,0.9478957915831663,0.0339257889788892,0.035790631502041675,0.6026451739665829
