gen_model,model_label,task_type,domain,outcome_kind,n,outcome_unique,signature_family,status,baseline_columns,primary_metric,baseline_metric,amount_metric,full_metric,amount_gain,amount_gain_ci_low,amount_gain_ci_high,amount_p_value,timing_gain,timing_gain_ci_low,timing_gain_ci_high,timing_p_value,gain_unit,amount_q_value,timing_q_value,amount_supported,timing_supported
reasoner,DeepSeek-R1 Distill 8B,security,Security,binary,335,2,conversational,estimated,log_tokens|log_segments,AUROC,0.6465890431407673,0.6184505150022391,0.581765935214211,-0.0097843949484917,-0.025951274880352,0.0050395144779454,0.8821178821178821,-0.0316803922377439,-0.0579158193987912,-0.0038902959096209,0.991008991008991,bits/trace,1.0,1.0,False,False
reasoner,DeepSeek-R1 Distill 8B,security,Security,binary,335,2,cognitive,estimated,log_tokens|log_segments,AUROC,0.6465890431407673,0.6434169278996865,0.6424093148231079,0.0089394549350404,-0.0151978543294027,0.0321705822124749,0.2197802197802197,-0.0127774203372913,-0.0447617485645888,0.0167648685484647,0.7942057942057942,bits/trace,0.6669192876089427,1.0,False,False
gemma4_e4b,Gemma 4 E4B,math,Math,binary,485,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.5148463634169052,0.5261061489119564,0.5317791495671966,-0.0080844078194973,-0.0241576392529967,0.0069040300882439,0.8301698301698301,-0.0122414808856964,-0.0370253875673782,0.0135078867562693,0.8141858141858141,bits/trace,1.0,1.0,False,False
gemma4_e4b,Gemma 4 E4B,math,Math,binary,485,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.5148463634169052,0.4907749077490775,0.4885850260371762,-0.0136450519236795,-0.0254988835207599,-0.0012569245035266,0.986013986013986,-0.0231852614548417,-0.0450781495037964,-0.0017509442496008,0.985014985014985,bits/trace,1.0,1.0,False,False
gemma4_e4b,Gemma 4 E4B,code,Code,binary,172,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.8746612466124661,0.8991869918699187,0.9037940379403794,0.0764646271863317,0.0021797685574274,0.1456457710803847,0.0199800199800199,-0.0019425552919176,-0.0587739408569454,0.0548436814967118,0.5344655344655345,bits/trace,0.293040293040293,1.0,False,False
gemma4_e4b,Gemma 4 E4B,code,Code,binary,172,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.8746612466124661,0.8787262872628726,0.867750677506775,0.0094257148326623,-0.0503072841243144,0.0618908360232562,0.3736263736263736,-0.0527970501892749,-0.1026370167444266,-0.0082320570032736,0.984015984015984,bits/trace,0.8886248886248885,1.0,False,False
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,binary,477,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.6006257070135747,0.5856016685520362,0.5868919683257918,-0.010203291335491,-0.0255917217866107,0.0056186925935084,0.912087912087912,-0.0088485004492247,-0.0364148682137562,0.0191697916285349,0.7352647352647352,bits/trace,1.0,1.0,False,False
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,binary,477,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.6006257070135747,0.6359587104072398,0.6531391402714932,0.0187432025251476,-0.009695946585531,0.0468367076199367,0.0799200799200799,0.0036771735149802,-0.0249498238074256,0.0308061782051871,0.4125874125874126,bits/trace,0.3701561596298438,1.0,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.7546875,0.7805759803921568,0.805514705882353,0.0201769201439356,-0.0093879591118066,0.0457339273749007,0.0749250749250749,0.0273457137515224,-0.0043117676307934,0.0568445592775189,0.0419580419580419,bits/trace,0.3663003663003663,1.0,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.7546875,0.7849264705882353,0.80625,0.028525924279665,-0.0057393266576779,0.0612379612314598,0.0429570429570429,0.0136519709346188,-0.0255120439391636,0.0502981447938738,0.2537462537462537,bits/trace,0.3436563436563437,1.0,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,estimated,log_tokens|log_segments,R2,-0.014714409997705,0.0238218748159099,0.0019200519891532,0.0385362848136147,-0.0071035771500455,0.0860062000430903,0.0629370629370629,-0.0219018228267565,-0.0498099774314068,0.0046446234506905,0.9330669330669332,delta R2,0.3516483516483517,1.0,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,estimated,log_tokens|log_segments,R2,-0.014714409997705,-0.0067220713295954,-0.0052732030109112,0.0079923386681095,-0.0212703739581164,0.0377172246723245,0.3066933066933067,0.0014488683186841,-0.0311169023391896,0.0316024632868302,0.4695304695304695,delta R2,0.7711145996860282,1.0,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,estimated,log_tokens|log_segments,R2,0.0113804280696164,0.0038491693327693,-0.0032321172560785,-0.0075312587368472,-0.0305690811431442,0.0158801424668179,0.7492507492507493,-0.007081286588848,-0.038909453850301,0.0228112679755916,0.6533466533466533,delta R2,1.0,1.0,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,estimated,log_tokens|log_segments,R2,0.0113804280696164,0.0027572435137036,0.0012897415869975,-0.0086231845559129,-0.0250687546699618,0.0078844134616685,0.8421578421578422,-0.0014675019267061,-0.0249251812941374,0.0233932378222518,0.5394605394605395,delta R2,1.0,1.0,False,False
gemma4_e4b,Gemma 4 E4B,safety,Safety,continuous,57,2,conversational,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
gemma4_e4b,Gemma 4 E4B,safety,Safety,continuous,57,2,cognitive,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,estimated,log_tokens|log_segments,AUROC,0.6015813707729468,0.6303592995169082,0.6169233091787439,0.0031826268089124,-0.0225877805472,0.027377824504782,0.3906093906093906,-0.0119876319123515,-0.0314314134675701,0.0068440039388573,0.8821178821178821,bits/trace,0.9045691150954308,1.0,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,estimated,log_tokens|log_segments,AUROC,0.6015813707729468,0.6826690821256038,0.6769701086956522,0.0454365873316623,0.0116554339378773,0.0819959908166762,0.0069930069930069,-0.0102633350373642,-0.0376654966623328,0.0148994447636327,0.7892107892107892,bits/trace,0.2637362637362637,1.0,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.6397558540277644,0.6400296324926724,0.6437175894611395,0.000791191627432,-0.0159980803049113,0.0183687765099385,0.4635364635364635,-0.0080323872612699,-0.0325215540656068,0.0147105163730407,0.7392607392607392,bits/trace,0.9270729270729272,1.0,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.6397558540277644,0.6455696202531646,0.6202853737881276,-5.181358668352349e-05,-0.0290086316151978,0.0211563544096398,0.5014985014985015,-0.0211365910337067,-0.034226842438705,-0.0089390046645283,0.999000999000999,bits/trace,0.9311504821708904,1.0,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.8425373134328358,0.8305970149253732,0.8264925373134329,-0.0210502275313048,-0.0690564119725259,0.0275043729569579,0.7822177822177823,-0.0380541256326868,-0.1073771842416062,0.021869120684768,0.8691308691308691,bits/trace,1.0,1.0,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.8425373134328358,0.8694029850746269,0.8542910447761194,0.0424354682737721,-0.0093688226507968,0.0895753458150917,0.0679320679320679,-0.0436660478871506,-0.1071249779170005,0.0145355174652435,0.9210789210789212,bits/trace,0.3516483516483517,1.0,False,False
gemma4_31b,Gemma 4 31B,gpqa,GPQA,binary,493,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.7536796536796537,0.751972101972102,0.7457912457912458,-0.0044227450888497,-0.0196527695532272,0.0086350547001464,0.7372627372627373,-0.0045366494314025,-0.0231946998431949,0.0152437518418199,0.6763236763236763,bits/trace,1.0,1.0,False,False
gemma4_31b,Gemma 4 31B,gpqa,GPQA,binary,493,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.7536796536796537,0.7614237614237614,0.7355940355940356,0.0031794331905964,-0.0199891153924579,0.0228292494348745,0.4315684315684315,-0.0331305984677057,-0.0544805189025417,-0.0151773040288882,1.0,bits/trace,0.9097878865320724,1.0,False,False
gemma4_31b,Gemma 4 31B,planning,Planning,binary,500,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8979984868285301,0.9156063002957564,0.9062521493912924,0.0209952281942495,0.0008944918952624,0.0414542958947662,0.0329670329670329,-0.0101208896821605,-0.0305652192902997,0.010462126032178,0.8241758241758241,bits/trace,0.3164835164835165,1.0,False,False
gemma4_31b,Gemma 4 31B,planning,Planning,binary,500,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8979984868285301,0.909484833895041,0.9040511727078892,0.0136211316824212,-0.00402113675465,0.0330269634200848,0.0939060939060939,0.0040357087014302,-0.0177093979255904,0.0237240751434404,0.3726273726273726,bits/trace,0.4131868131868131,1.0,False,False
gemma4_31b,Gemma 4 31B,moral,Moral,continuous,500,388,conversational,estimated,log_tokens|log_segments,R2,0.019102695325498,0.012410256092558,0.0041384542818506,-0.0066924392329397,-0.0183803078637201,0.0054991579636343,0.8571428571428571,-0.0082718018107072,-0.0462738642535,0.0268728637638814,0.6773226773226774,delta R2,1.0,1.0,False,False
gemma4_31b,Gemma 4 31B,moral,Moral,continuous,500,388,cognitive,estimated,log_tokens|log_segments,R2,0.019102695325498,0.0319641217353366,0.0220363659656184,0.0128614264098386,-0.0134251852081408,0.0391403895442037,0.1888111888111888,-0.0099277557697181,-0.0298756131696519,0.0103470110300413,0.8351648351648352,delta R2,0.609105180533752,1.0,False,False
gemma4_31b,Gemma 4 31B,idea,Idea,continuous,500,8,conversational,estimated,log_tokens|log_segments,R2,0.0143739846680701,0.0123428064828557,0.0258597097954751,-0.0020311781852144,-0.0182496807956767,0.0139308418476837,0.5854145854145855,0.0135169033126192,-0.021817152098032,0.0464644387151853,0.2127872127872128,delta R2,0.9869375907111756,1.0,False,False
gemma4_31b,Gemma 4 31B,idea,Idea,continuous,500,8,cognitive,estimated,log_tokens|log_segments,R2,0.0143739846680701,0.0031674174000213,-0.0106648728113816,-0.0112065672680487,-0.0209483946291673,-0.0014324108368932,0.992007992007992,-0.013832290211403,-0.0358956754610374,0.0063240820014285,0.8781218781218781,delta R2,1.0,1.0,False,False
gemma4_31b,Gemma 4 31B,safety,Safety,continuous,313,4,conversational,estimated,"log_tokens|log_segments|prompt_stratum_Disinformation and deception|prompt_stratum_Hate, harassment and discrimination|prompt_stratum_Illegal goods and services|prompt_stratum_Non-violent crimes|prompt_stratum_Sexual content|prompt_stratum_Violence",R2,0.0086535002224336,0.003976207455875,-0.3201128195423373,-0.0046772927665587,-0.0543791193052702,0.0502145425841221,0.5674325674325674,-0.3240890269982122,-0.8152215404189801,0.1190421320438705,0.8851148851148851,delta R2,0.9790993320405084,1.0,False,False
gemma4_31b,Gemma 4 31B,safety,Safety,continuous,313,4,cognitive,estimated,"log_tokens|log_segments|prompt_stratum_Disinformation and deception|prompt_stratum_Hate, harassment and discrimination|prompt_stratum_Illegal goods and services|prompt_stratum_Non-violent crimes|prompt_stratum_Sexual content|prompt_stratum_Violence",R2,0.0086535002224336,-0.0420625987280927,-0.1355592529010896,-0.0507160989505265,-0.1076188078532295,-0.0129302945915418,0.999000999000999,-0.0934966541729968,-0.2197192963876368,0.0107359437812064,0.9470529470529472,delta R2,1.0,1.0,False,False
gemma4_31b,Gemma 4 31B,security,Security,binary,493,2,conversational,estimated,log_tokens|log_segments,AUROC,0.6243952783332258,0.5930787589498807,0.5739856801909308,-0.0161173889610026,-0.0287351718229753,-0.0030033979071303,0.996003996003996,-0.0123321127696318,-0.0290185235136832,0.0051722875244137,0.9150849150849152,bits/trace,1.0,1.0,False,False
gemma4_31b,Gemma 4 31B,security,Security,binary,493,2,cognitive,estimated,log_tokens|log_segments,AUROC,0.6243952783332258,0.6600335418951171,0.6223311617106366,0.0070328266246578,-0.0150983352212668,0.0283086158629672,0.2507492507492507,-0.0280290636590996,-0.0530385774016599,-0.0032516922637896,0.995004995004995,bits/trace,0.7118043247075505,1.0,False,False
qwen35_4b,Qwen3.5 4B,math,Math,binary,408,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.5861220353704731,0.5972205467223201,0.5962795859772722,-0.0002363495712921,-0.0269515747462948,0.0248927043837331,0.5394605394605395,0.0008757051914883,-0.0232441695126308,0.0219333190327324,0.4695304695304695,bits/trace,0.9494505494505496,1.0,False,False
qwen35_4b,Qwen3.5 4B,math,Math,binary,408,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.5861220353704731,0.5773638622819505,0.5490626583347408,-0.0105348565109334,-0.0323802641883968,0.0102274041197915,0.7932067932067932,-0.0282267859761281,-0.0450779090304333,-0.0116291290115747,0.998001998001998,bits/trace,1.0,1.0,False,False
qwen35_4b,Qwen3.5 4B,code,Code,binary,92,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.7637051039697542,0.7681159420289855,0.7655954631379962,-0.015887571151618,-0.129954349769416,0.0733939329238112,0.6293706293706294,-0.0957237323826572,-0.2505664539618337,0.0405946350594939,0.8861138861138861,bits/trace,1.0,1.0,False,False
qwen35_4b,Qwen3.5 4B,code,Code,binary,92,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.7637051039697542,0.7914303717706365,0.7920604914933838,0.0073110007595035,-0.0752323583524027,0.0838961516769525,0.4445554445554445,-0.0483129125948229,-0.1736949493016012,0.0700348224086002,0.7532467532467533,bits/trace,0.9097878865320724,1.0,False,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,binary,316,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.5884155684952498,0.5785473490652774,0.5048115231382163,-0.0172425222547167,-0.0418344277400776,0.005010596541983,0.8931068931068931,-0.0577492521940888,-0.0861329661386757,-0.0346627538563206,1.0,bits/trace,1.0,1.0,False,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,binary,316,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.5884155684952498,0.604658289917254,0.5699662886913883,-7.015398477784894e-05,-0.0253959060651126,0.0253546091279351,0.4985014985014985,-0.0243906836069155,-0.0497053672934835,-0.0003912848487282,0.972027972027972,bits/trace,0.9311504821708904,1.0,False,False
qwen35_4b,Qwen3.5 4B,planning,Planning,binary,429,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8198558495209634,0.8340072075239519,0.8383580908851191,0.013207320409718,-0.0183670912252983,0.0449552081898152,0.1938061938061938,-0.0122854597711538,-0.0477898690115598,0.0223588387159733,0.7312687312687313,bits/trace,0.609105180533752,1.0,False,False
qwen35_4b,Qwen3.5 4B,planning,Planning,binary,429,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8198558495209634,0.8265799419882218,0.8256130790190735,0.0106249060888406,-0.0191335892943295,0.0372848080162839,0.2337662337662337,-0.0074219941072227,-0.0246535749993634,0.0089828355643601,0.7622377622377622,bits/trace,0.6857142857142856,1.0,False,False
qwen35_4b,Qwen3.5 4B,moral,Moral,continuous,420,308,conversational,estimated,log_tokens|log_segments,R2,-0.0196186183768181,-0.0393922121867256,-0.025944801082276,-0.0197735938099074,-0.0531638144076011,0.0071339816105033,0.8851148851148851,0.0134474111044495,-0.0240821569353121,0.0526249275882583,0.2747252747252747,delta R2,1.0,1.0,False,False
qwen35_4b,Qwen3.5 4B,moral,Moral,continuous,420,308,cognitive,estimated,log_tokens|log_segments,R2,-0.0196186183768181,0.0258481882661117,0.0262959816356579,0.0454668066429298,-0.0028793971138061,0.1000388907068711,0.0669330669330669,0.000447793369546,-0.0304744926075849,0.0299344935553622,0.5044955044955045,delta R2,0.3516483516483517,1.0,False,False
qwen35_4b,Qwen3.5 4B,idea,Idea,continuous,161,6,conversational,estimated,log_tokens|log_segments,R2,0.0320213048895569,-0.0183759208206979,-0.0858398647809686,-0.0503972257102547,-0.0937940826325238,-0.0150045517230959,0.997002997002997,-0.067463943960271,-0.1195073395676891,-0.0163675583831287,0.992007992007992,delta R2,1.0,1.0,False,False
qwen35_4b,Qwen3.5 4B,idea,Idea,continuous,161,6,cognitive,estimated,log_tokens|log_segments,R2,0.0320213048895569,0.0004438008141836,-0.1018092452460854,-0.0315775040753733,-0.0699883308175891,0.01143063435728,0.94005994005994,-0.1022530460602688,-0.1867871101429613,-0.0222767724227297,0.995004995004995,delta R2,1.0,1.0,False,False
qwen35_4b,Qwen3.5 4B,safety,Safety,continuous,291,1,conversational,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_4b,Qwen3.5 4B,safety,Safety,continuous,291,1,cognitive,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_4b,Qwen3.5 4B,security,Security,binary,182,2,conversational,estimated,log_tokens|log_segments,AUROC,0.7157436841224695,0.7388321900619039,0.7550610674251297,-0.0007102272946677,-0.0754196042856331,0.0611294596745859,0.5164835164835165,-0.0040622512057117,-0.0731123247314931,0.0677301787696833,0.5384615384615384,bits/trace,0.9311504821708904,1.0,False,False
qwen35_4b,Qwen3.5 4B,security,Security,binary,182,2,cognitive,estimated,log_tokens|log_segments,AUROC,0.7157436841224695,0.749372594947298,0.703195583068429,0.0186436152552145,-0.0571020235226953,0.0843345851533371,0.3036963036963037,-0.057845754309845,-0.1186633236661366,4.4387766038877344e-05,0.971028971028971,bits/trace,0.7711145996860282,1.0,False,False
qwen35_9b,Qwen3.5 9B,math,Math,binary,438,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.5927521008403361,0.5772058823529411,0.572983193277311,-0.0096339482397894,-0.0232027906951947,0.0049323274117005,0.8951048951048951,-0.0059435066199013,-0.0256901027943426,0.0125186564865432,0.7642357642357642,bits/trace,1.0,1.0,False,False
qwen35_9b,Qwen3.5 9B,math,Math,binary,438,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.5927521008403361,0.6227941176470588,0.5925630252100841,0.0131433535249806,-0.0097323953285328,0.0337930950210101,0.1268731268731268,-0.0269900104069318,-0.0482847432947303,-0.0045030873676469,0.994005994005994,bits/trace,0.4652014652014652,1.0,False,False
