gen_model,task_type,behavior,n,presence,mean_rate,mean_count
gemma4_31b,math,backtracking,499,0.19839679358717435,0.007730323691958643,1.1803607214428857
gemma4_31b,math,subgoal,499,0.7134268537074149,0.07847055538282795,2.4428857715430863
gemma4_31b,math,backward_chaining,499,0.06813627254509018,0.0037125930594213556,0.14228456913827656
gemma4_31b,moral,Question_and_Answering,500,0.814,0.0796238834689706,3.096
gemma4_31b,moral,Perspective_Shift,500,1.0,0.3354914134088098,12.714
gemma4_31b,moral,Conflict_of_Perspectives,500,0.882,0.06549362145427878,2.544
gemma4_31b,moral,Reconciliation,500,0.926,0.054615202473162795,2.086
gemma4_31b,moral,verification,500,0.238,0.009737286337815046,0.402
gemma4_31b,moral,backtracking,500,0.23,0.007812688134536524,0.326
gemma4_31b,moral,subgoal,500,0.992,0.2552695957592095,9.62
gemma4_31b,moral,backward_chaining,500,0.004,0.00017320261437908497,0.006
gemma4_31b,planning,Question_and_Answering,500,0.9,0.1391079217393355,20.604
gemma4_31b,planning,Perspective_Shift,500,0.998,0.12985496020185325,18.3
gemma4_31b,planning,Conflict_of_Perspectives,500,0.798,0.029065024344781414,5.048
gemma4_31b,planning,Reconciliation,500,0.864,0.028613632802164016,4.58
gemma4_31b,planning,verification,500,0.998,0.2828906676654318,39.17
gemma4_31b,planning,backtracking,500,0.548,0.010846747794859883,2.132
gemma4_31b,planning,subgoal,500,0.652,0.02277261048424707,3.032
gemma4_31b,planning,backward_chaining,500,0.256,0.014134335132928931,2.842
gemma4_31b,safety,Question_and_Answering,313,0.18849840255591055,0.026790985314931934,0.4281150159744409
gemma4_31b,safety,Perspective_Shift,313,0.8019169329073482,0.19081428996078367,2.7827476038338657
gemma4_31b,safety,Conflict_of_Perspectives,313,0.17891373801916932,0.014429802259095409,0.2971246006389776
gemma4_31b,safety,Reconciliation,313,0.12140575079872204,0.008269208735950792,0.15654952076677317
gemma4_31b,safety,verification,313,0.10862619808306709,0.009009728585948429,0.19808306709265175
gemma4_31b,safety,backtracking,313,0.0926517571884984,0.006676248439176873,0.14057507987220447
gemma4_31b,safety,subgoal,313,0.25559105431309903,0.05458074974963476,1.0159744408945688
gemma4_31b,safety,backward_chaining,313,0.0,0.0,0.0
gemma4_31b,security,Question_and_Answering,496,0.7741935483870968,0.06609259741298752,9.328629032258064
gemma4_31b,security,Perspective_Shift,496,0.9899193548387096,0.16419141263205636,19.677419354838708
gemma4_31b,security,Conflict_of_Perspectives,496,0.8870967741935484,0.07123822554412745,9.889112903225806
gemma4_31b,security,Reconciliation,496,0.9092741935483871,0.04165521346931252,4.596774193548387
gemma4_31b,security,verification,496,0.9616935483870968,0.17212665766658092,20.554435483870968
gemma4_31b,security,backtracking,496,0.625,0.03375963530435297,6.397177419354839
gemma4_31b,security,subgoal,496,0.7379032258064516,0.03319437542614805,3.9919354838709675
gemma4_31b,security,backward_chaining,496,0.2600806451612903,0.0075829191745097075,1.6028225806451613
gemma4_e4b,code,Question_and_Answering,175,0.6114285714285714,0.00904609694940503,2.96
gemma4_e4b,code,Perspective_Shift,175,1.0,0.09237031456316457,29.897142857142857
gemma4_e4b,code,Conflict_of_Perspectives,175,0.8,0.02530076453228978,11.285714285714286
gemma4_e4b,code,Reconciliation,175,0.8285714285714286,0.015927319972322353,6.297142857142857
gemma4_e4b,code,verification,175,0.9885714285714285,0.07523724718969271,22.81714285714286
gemma4_e4b,code,backtracking,175,0.7542857142857143,0.014063589593813484,6.188571428571429
gemma4_e4b,code,subgoal,175,1.0,0.08276905728865558,23.228571428571428
gemma4_e4b,code,backward_chaining,175,0.22857142857142856,0.0029588582266401823,1.3371428571428572
gemma4_e4b,gpqa,Question_and_Answering,500,0.376,0.016062438800588844,1.026
gemma4_e4b,gpqa,Perspective_Shift,500,0.98,0.15672674522425226,10.232
gemma4_e4b,gpqa,Conflict_of_Perspectives,500,0.804,0.05692596069219536,4.288
gemma4_e4b,gpqa,Reconciliation,500,0.832,0.035568954723586725,2.41
gemma4_e4b,gpqa,verification,500,0.962,0.13593937535012748,9.284
gemma4_e4b,gpqa,backtracking,500,0.516,0.02269754448392515,2.196
gemma4_e4b,gpqa,subgoal,500,1.0,0.1513116266019544,8.018
gemma4_e4b,gpqa,backward_chaining,500,0.282,0.013537306047772426,1.246
gemma4_e4b,idea,Question_and_Answering,500,0.964,0.18544450849400643,5.65
gemma4_e4b,idea,Perspective_Shift,500,1.0,0.2162399143125138,6.32
gemma4_e4b,idea,Conflict_of_Perspectives,500,0.872,0.0620788548044262,1.852
gemma4_e4b,idea,Reconciliation,500,0.54,0.02314633844247973,0.704
gemma4_e4b,idea,verification,500,0.932,0.12825180228010907,3.918
gemma4_e4b,idea,backtracking,500,0.28,0.010028013487118605,0.312
gemma4_e4b,idea,subgoal,500,1.0,0.24541840794817887,7.172
gemma4_e4b,idea,backward_chaining,500,0.002,7.142857142857142e-05,0.002
gemma4_e4b,math,Question_and_Answering,485,0.2804123711340206,0.017560677550916882,0.7876288659793814
gemma4_e4b,math,Perspective_Shift,485,0.8886597938144329,0.14773038143839068,6.519587628865979
gemma4_e4b,math,Conflict_of_Perspectives,485,0.3649484536082474,0.016869306380726864,1.6804123711340206
gemma4_e4b,math,Reconciliation,485,0.5257731958762887,0.02072322442093755,1.2907216494845362
gemma4_e4b,math,verification,485,0.9443298969072165,0.14348469244630416,6.9628865979381445
gemma4_e4b,math,backtracking,485,0.2597938144329897,0.008465592236256125,0.9814432989690721
gemma4_e4b,math,subgoal,485,0.9958762886597938,0.23706787859795464,7.3030927835051545
gemma4_e4b,math,backward_chaining,485,0.10309278350515463,0.0038717371330533037,0.23917525773195877
gemma4_e4b,moral,Question_and_Answering,500,0.496,0.087926821570769,2.672
gemma4_e4b,moral,Perspective_Shift,500,0.57,0.10366694564698141,3.086
gemma4_e4b,moral,Conflict_of_Perspectives,500,0.496,0.03595630759253097,0.874
gemma4_e4b,moral,Reconciliation,500,0.428,0.02872537312937846,0.782
gemma4_e4b,moral,verification,500,0.756,0.15844376736555726,4.08
gemma4_e4b,moral,backtracking,500,0.348,0.02003111428382736,0.43
gemma4_e4b,moral,subgoal,500,1.0,0.31468198507951517,6.954
gemma4_e4b,moral,backward_chaining,500,0.0,0.0,0.0
gemma4_e4b,planning,Question_and_Answering,500,0.69,0.06962342688910994,5.19
gemma4_e4b,planning,Perspective_Shift,500,0.998,0.1098006159707336,7.876
gemma4_e4b,planning,Conflict_of_Perspectives,500,0.698,0.026468137547220452,2.122
gemma4_e4b,planning,Reconciliation,500,0.712,0.01931063735562713,1.564
gemma4_e4b,planning,verification,500,0.996,0.2209732380147825,18.332
gemma4_e4b,planning,backtracking,500,0.326,0.006905324944759052,0.67
gemma4_e4b,planning,subgoal,500,1.0,0.08525299664366645,5.444
gemma4_e4b,planning,backward_chaining,500,0.222,0.01169406395814211,0.948
gemma4_e4b,safety,Question_and_Answering,57,0.12280701754385964,0.016711175810238333,0.3508771929824561
gemma4_e4b,safety,Perspective_Shift,57,0.8245614035087719,0.13878953873684408,2.245614035087719
gemma4_e4b,safety,Conflict_of_Perspectives,57,0.7017543859649122,0.05162431520610625,0.7368421052631579
gemma4_e4b,safety,Reconciliation,57,0.43859649122807015,0.03230263707288312,0.45614035087719296
gemma4_e4b,safety,verification,57,0.2631578947368421,0.025437357092122373,0.543859649122807
gemma4_e4b,safety,backtracking,57,0.543859649122807,0.040007452536612,0.5614035087719298
gemma4_e4b,safety,subgoal,57,1.0,0.35326046451388887,5.0
gemma4_e4b,safety,backward_chaining,57,0.0,0.0,0.0
gemma4_e4b,security,Question_and_Answering,500,0.434,0.018351596590213584,1.378
gemma4_e4b,security,Perspective_Shift,500,0.978,0.15075683667255788,13.734
gemma4_e4b,security,Conflict_of_Perspectives,500,0.822,0.05486513352032736,5.74
gemma4_e4b,security,Reconciliation,500,0.842,0.03022951111408791,2.868
gemma4_e4b,security,verification,500,0.878,0.09663877376794729,10.702
gemma4_e4b,security,backtracking,500,0.486,0.02059023582345359,3.564
gemma4_e4b,security,subgoal,500,0.998,0.13363214650804833,8.642
gemma4_e4b,security,backward_chaining,500,0.36,0.017358146805900313,3.964
qwen35_27b,code,Question_and_Answering,159,0.949685534591195,0.063829158038067,78.32075471698113
qwen35_27b,code,Perspective_Shift,159,0.9937106918238994,0.10141817324958054,103.38364779874213
qwen35_27b,code,Conflict_of_Perspectives,159,0.9748427672955975,0.0358128525945357,44.38364779874214
qwen35_27b,code,Reconciliation,159,0.9685534591194969,0.04368332751749255,49.15094339622642
qwen35_27b,code,verification,159,0.9811320754716981,0.15355903699328166,153.59748427672955
qwen35_27b,code,backtracking,159,0.949685534591195,0.014505637818626302,15.477987421383649
qwen35_27b,code,subgoal,159,0.9874213836477987,0.0316443404784049,32.886792452830186
qwen35_27b,code,backward_chaining,159,0.32075471698113206,0.0014409207206053723,2.2264150943396226
qwen35_27b,gpqa,Question_and_Answering,490,0.9918367346938776,0.10512884089942635,70.21020408163265
qwen35_27b,gpqa,Perspective_Shift,490,1.0,0.14532899894925397,86.12040816326531
qwen35_27b,gpqa,Conflict_of_Perspectives,490,0.9959183673469387,0.06797346333569619,44.32857142857143
qwen35_27b,gpqa,Reconciliation,490,0.9959183673469387,0.04943184926155311,28.37142857142857
qwen35_27b,gpqa,verification,490,1.0,0.18643722107688201,105.30408163265307
qwen35_27b,gpqa,backtracking,490,0.9163265306122449,0.025103350898812753,18.955102040816328
qwen35_27b,gpqa,subgoal,490,1.0,0.05325579214369889,27.122448979591837
qwen35_27b,gpqa,backward_chaining,490,0.4897959183673469,0.006525585639738758,4.722448979591837
qwen35_27b,idea,Question_and_Answering,498,1.0,0.06337099957020845,14.42570281124498
qwen35_27b,idea,Perspective_Shift,498,1.0,0.2662589528544151,62.41967871485944
qwen35_27b,idea,Conflict_of_Perspectives,498,1.0,0.11460891174394414,27.0
qwen35_27b,idea,Reconciliation,498,1.0,0.03631413089822842,8.459839357429718
qwen35_27b,idea,verification,498,1.0,0.1326874739266802,30.52409638554217
qwen35_27b,idea,backtracking,498,0.9979919678714859,0.13887471856548614,33.38353413654618
qwen35_27b,idea,subgoal,498,1.0,0.07071914505029965,15.813253012048193
qwen35_27b,idea,backward_chaining,498,0.014056224899598393,0.00012054644299765743,0.028112449799196786
qwen35_27b,math,Question_and_Answering,439,0.9498861047835991,0.0928710920801066,38.337129840546694
qwen35_27b,math,Perspective_Shift,439,0.9954441913439636,0.128275602833392,42.69020501138952
qwen35_27b,math,Conflict_of_Perspectives,439,0.8337129840546698,0.027816693703850842,14.546697038724373
qwen35_27b,math,Reconciliation,439,0.9157175398633257,0.042768333590194385,18.261958997722097
qwen35_27b,math,verification,439,1.0,0.22384035651711737,85.18223234624146
qwen35_27b,math,backtracking,439,0.683371298405467,0.009812281431370588,5.617312072892939
qwen35_27b,math,subgoal,439,1.0,0.1198102303489744,24.8997722095672
qwen35_27b,math,backward_chaining,439,0.20956719817767655,0.0029424606763293498,1.193621867881549
qwen35_27b,moral,Question_and_Answering,497,0.9859154929577465,0.08975378568860391,9.078470824949699
qwen35_27b,moral,Perspective_Shift,497,1.0,0.20500916083886667,21.269617706237426
qwen35_27b,moral,Conflict_of_Perspectives,497,1.0,0.06261230156503376,7.283702213279678
qwen35_27b,moral,Reconciliation,497,0.9859154929577465,0.05743962889252741,6.738430583501006
qwen35_27b,moral,verification,497,0.96579476861167,0.05630683963281865,6.010060362173038
qwen35_27b,moral,backtracking,497,0.9255533199195171,0.029701149891239457,3.454728370221328
qwen35_27b,moral,subgoal,497,1.0,0.17058896234398735,17.07645875251509
qwen35_27b,moral,backward_chaining,497,0.018108651911468814,0.00024049606362807436,0.030181086519114688
qwen35_27b,planning,Question_and_Answering,499,0.969939879759519,0.11572164618922863,49.6933867735471
qwen35_27b,planning,Perspective_Shift,499,1.0,0.115940221535757,44.98997995991984
qwen35_27b,planning,Conflict_of_Perspectives,499,0.9238476953907816,0.027754713521370347,11.857715430861724
qwen35_27b,planning,Reconciliation,499,0.9478957915831663,0.0339257889788892,15.01803607214429
qwen35_27b,planning,verification,499,1.0,0.22863609651774802,85.51503006012024
qwen35_27b,planning,backtracking,499,0.6793587174348698,0.006111076355636953,3.05811623246493
qwen35_27b,planning,subgoal,499,0.9979959919839679,0.04032666416824025,11.851703406813627
qwen35_27b,planning,backward_chaining,499,0.4028056112224449,0.008474185443445716,4.567134268537074
qwen35_27b,safety,Question_and_Answering,313,0.8722044728434505,0.07448328809668307,4.619808306709265
qwen35_27b,safety,Perspective_Shift,313,0.9936102236421726,0.17770371565355092,10.303514376996805
qwen35_27b,safety,Conflict_of_Perspectives,313,0.8306709265175719,0.03725270869948287,2.619808306709265
qwen35_27b,safety,Reconciliation,313,0.7859424920127795,0.03216595199009202,2.0319488817891376
qwen35_27b,safety,verification,313,0.9041533546325878,0.08971036201404026,5.747603833865814
qwen35_27b,safety,backtracking,313,0.7156549520766773,0.02493862144043526,1.8083067092651757
qwen35_27b,safety,subgoal,313,0.9904153354632588,0.1759094108481333,10.057507987220447
qwen35_27b,safety,backward_chaining,313,0.0,0.0,0.0
qwen35_27b,security,Question_and_Answering,460,0.8956521739130435,0.0689328285694852,31.645652173913042
qwen35_27b,security,Perspective_Shift,460,0.9978260869565218,0.14117655666144419,52.56956521739131
qwen35_27b,security,Conflict_of_Perspectives,460,0.9565217391304348,0.05297288992859621,24.280434782608694
qwen35_27b,security,Reconciliation,460,0.9695652173913043,0.040390199326659146,14.758695652173913
qwen35_27b,security,verification,460,1.0,0.14515897707778494,57.178260869565214
qwen35_27b,security,backtracking,460,0.7673913043478261,0.020889884415932692,13.965217391304348
qwen35_27b,security,subgoal,460,0.9978260869565218,0.06190441586705565,15.104347826086956
qwen35_27b,security,backward_chaining,460,0.35,0.011667370349898969,10.806521739130435
qwen35_4b,code,Question_and_Answering,94,0.7340425531914894,0.043109581512303284,26.414893617021278
qwen35_4b,code,Perspective_Shift,94,0.9893617021276596,0.11830753787789619,49.851063829787236
qwen35_4b,code,Conflict_of_Perspectives,94,0.8829787234042553,0.03368175609841869,22.20212765957447
qwen35_4b,code,Reconciliation,94,0.851063829787234,0.038232184154236244,22.47872340425532
qwen35_4b,code,verification,94,0.9574468085106383,0.14074861080107975,70.72340425531915
qwen35_4b,code,backtracking,94,0.8617021276595744,0.02291976051798713,10.340425531914894
qwen35_4b,code,subgoal,94,1.0,0.06203109693864831,16.97872340425532
qwen35_4b,code,backward_chaining,94,0.20212765957446807,0.0025111150141029536,1.5638297872340425
qwen35_4b,gpqa,Question_and_Answering,339,0.9970501474926253,0.1168062890197414,102.75221238938053
qwen35_4b,gpqa,Perspective_Shift,339,1.0,0.15671952402502382,131.6283185840708
qwen35_4b,gpqa,Conflict_of_Perspectives,339,1.0,0.07542000655259132,67.01769911504425
qwen35_4b,gpqa,Reconciliation,339,1.0,0.053695407031997856,43.70206489675516
qwen35_4b,gpqa,verification,339,1.0,0.1924215029854017,154.64306784660766
qwen35_4b,gpqa,backtracking,339,0.9734513274336283,0.02931683627560167,28.67551622418879
qwen35_4b,gpqa,subgoal,339,1.0,0.04218889635041738,31.38053097345133
qwen35_4b,gpqa,backward_chaining,339,0.5663716814159292,0.005724590024635973,5.991150442477876
qwen35_4b,idea,Question_and_Answering,161,1.0,0.054338558524241576,13.509316770186336
qwen35_4b,idea,Perspective_Shift,161,1.0,0.32566833349962027,81.0807453416149
qwen35_4b,idea,Conflict_of_Perspectives,161,1.0,0.13499964645441564,33.67080745341615
qwen35_4b,idea,Reconciliation,161,1.0,0.034276230331979685,8.546583850931677
qwen35_4b,idea,verification,161,1.0,0.12496087867929685,30.60248447204969
qwen35_4b,idea,backtracking,161,1.0,0.176871293675691,44.26086956521739
qwen35_4b,idea,subgoal,161,1.0,0.06658222642240091,16.273291925465838
qwen35_4b,idea,backward_chaining,161,0.024844720496894408,0.00026188583277598836,0.06832298136645963
qwen35_4b,math,Question_and_Answering,409,0.9657701711491442,0.09975595908242788,54.7921760391198
qwen35_4b,math,Perspective_Shift,409,0.9951100244498777,0.13091249331523677,59.54523227383863
qwen35_4b,math,Conflict_of_Perspectives,409,0.8948655256723717,0.036614363070327394,25.975550122249388
qwen35_4b,math,Reconciliation,409,0.9339853300733496,0.04520937120598011,25.60146699266504
qwen35_4b,math,verification,409,1.0,0.2303752445416811,114.50855745721272
qwen35_4b,math,backtracking,409,0.7652811735941321,0.014048153079109782,10.73838630806846
qwen35_4b,math,subgoal,409,1.0,0.10103726847613373,27.73838630806846
qwen35_4b,math,backward_chaining,409,0.2396088019559902,0.002176512196699441,1.2885085574572128
qwen35_4b,moral,Question_and_Answering,420,0.9904761904761905,0.089952706803429,13.423809523809524
qwen35_4b,moral,Perspective_Shift,420,1.0,0.20240638764993074,29.428571428571427
qwen35_4b,moral,Conflict_of_Perspectives,420,1.0,0.06602738004073255,10.30952380952381
qwen35_4b,moral,Reconciliation,420,0.9976190476190476,0.06227631090471174,9.95
qwen35_4b,moral,verification,420,0.9928571428571429,0.06574508000276569,10.311904761904762
qwen35_4b,moral,backtracking,420,0.9714285714285714,0.03626168708432922,5.9904761904761905
qwen35_4b,moral,subgoal,420,1.0,0.16145707696367026,21.49047619047619
qwen35_4b,moral,backward_chaining,420,0.009523809523809525,7.890474657593072e-05,0.009523809523809525
qwen35_4b,planning,Question_and_Answering,448,0.9910714285714286,0.1396703491633841,100.21651785714286
qwen35_4b,planning,Perspective_Shift,448,1.0,0.1244496382947525,86.83928571428571
qwen35_4b,planning,Conflict_of_Perspectives,448,0.984375,0.0376212692521472,28.287946428571427
qwen35_4b,planning,Reconciliation,448,0.9955357142857143,0.040586163053022026,29.055803571428573
qwen35_4b,planning,verification,448,1.0,0.22529565586010986,148.44196428571428
qwen35_4b,planning,backtracking,448,0.8950892857142857,0.009737647297430346,7.515625
qwen35_4b,planning,subgoal,448,0.9955357142857143,0.029215046384212663,16.419642857142858
qwen35_4b,planning,backward_chaining,448,0.453125,0.007153251750969135,5.680803571428571
qwen35_4b,safety,Question_and_Answering,291,0.8831615120274914,0.07718267046796581,7.164948453608248
qwen35_4b,safety,Perspective_Shift,291,0.979381443298969,0.16977266559548662,13.443298969072165
qwen35_4b,safety,Conflict_of_Perspectives,291,0.865979381443299,0.03555305904335711,3.274914089347079
qwen35_4b,safety,Reconciliation,291,0.865979381443299,0.03492114568693128,2.9621993127147768
qwen35_4b,safety,verification,291,0.9003436426116839,0.09359154907470829,8.460481099656358
qwen35_4b,safety,backtracking,291,0.8316151202749141,0.026330703888924643,2.4054982817869415
qwen35_4b,safety,subgoal,291,0.9862542955326461,0.1697123015697945,12.096219931271477
qwen35_4b,safety,backward_chaining,291,0.0,0.0,0.0
qwen35_4b,security,Question_and_Answering,185,0.9513513513513514,0.08730850432654831,30.886486486486486
qwen35_4b,security,Perspective_Shift,185,0.9945945945945946,0.17021537038588647,52.25945945945946
qwen35_4b,security,Conflict_of_Perspectives,185,0.9513513513513514,0.0599987839044766,20.55135135135135
qwen35_4b,security,Reconciliation,185,0.9621621621621622,0.05031201193800027,16.562162162162164
qwen35_4b,security,verification,185,1.0,0.15649572633249834,43.44864864864865
qwen35_4b,security,backtracking,185,0.745945945945946,0.01568104612567127,6.886486486486486
qwen35_4b,security,subgoal,185,1.0,0.0619321810941456,12.259459459459459
qwen35_4b,security,backward_chaining,185,0.13513513513513514,0.001866109663997892,0.9567567567567568
qwen35_9b,code,Question_and_Answering,131,0.6564885496183206,0.04308350831976414,35.954198473282446
qwen35_9b,code,Perspective_Shift,131,1.0,0.12300798052224735,54.6793893129771
qwen35_9b,code,Conflict_of_Perspectives,131,0.816793893129771,0.04344553882294659,29.099236641221374
qwen35_9b,code,Reconciliation,131,0.7938931297709924,0.03473821615401056,23.885496183206108
qwen35_9b,code,verification,131,0.8931297709923665,0.13660887862069027,76.94656488549619
qwen35_9b,code,backtracking,131,0.7709923664122137,0.021993177293191876,10.870229007633588
qwen35_9b,code,subgoal,131,0.9770992366412213,0.06743339592361076,19.748091603053435
qwen35_9b,code,backward_chaining,131,0.22137404580152673,0.001743176698202234,1.8625954198473282
qwen35_9b,gpqa,Question_and_Answering,422,0.9928909952606635,0.11666822815404414,106.99763033175356
qwen35_9b,gpqa,Perspective_Shift,422,1.0,0.1523820555931468,130.9952606635071
qwen35_9b,gpqa,Conflict_of_Perspectives,422,0.9976303317535545,0.0734065803243669,68.06398104265404
qwen35_9b,gpqa,Reconciliation,422,1.0,0.0523655118450201,43.07109004739336
qwen35_9b,gpqa,verification,422,1.0,0.18823272447908812,154.86255924170615
qwen35_9b,gpqa,backtracking,422,0.9478672985781991,0.02863028212509526,30.63270142180095
qwen35_9b,gpqa,subgoal,422,1.0,0.04416051090949068,33.10900473933649
qwen35_9b,gpqa,backward_chaining,422,0.580568720379147,0.006706556446939023,7.966824644549763
qwen35_9b,idea,Question_and_Answering,344,1.0,0.060494196678189664,17.694767441860463
qwen35_9b,idea,Perspective_Shift,344,1.0,0.27772931360336844,82.39244186046511
qwen35_9b,idea,Conflict_of_Perspectives,344,1.0,0.11903240945942054,35.616279069767444
qwen35_9b,idea,Reconciliation,344,1.0,0.0351442637017357,10.284883720930232
qwen35_9b,idea,verification,344,1.0,0.1203761797519072,35.81976744186046
qwen35_9b,idea,backtracking,344,1.0,0.149434621079521,44.81976744186046
qwen35_9b,idea,subgoal,344,1.0,0.06442194900485758,18.848837209302324
qwen35_9b,idea,backward_chaining,344,0.01744186046511628,8.669585293749431e-05,0.029069767441860465
qwen35_9b,math,Question_and_Answering,439,0.9703872437357631,0.10128417058467239,49.086560364464695
qwen35_9b,math,Perspective_Shift,439,0.9977220956719818,0.1281644754714048,54.07972665148064
qwen35_9b,math,Conflict_of_Perspectives,439,0.8815489749430524,0.03253150192267731,21.67653758542141
qwen35_9b,math,Reconciliation,439,0.9498861047835991,0.04561860527176964,23.06378132118451
qwen35_9b,math,verification,439,1.0,0.23140547166107403,102.93394077448747
qwen35_9b,math,backtracking,439,0.7038724373576309,0.012541068004542133,9.107061503416856
qwen35_9b,math,subgoal,439,1.0,0.10450285341164421,27.594533029612755
qwen35_9b,math,backward_chaining,439,0.22323462414578588,0.002550541279423052,1.2892938496583144
qwen35_9b,moral,Question_and_Answering,485,0.9917525773195877,0.08476150392792697,12.437113402061856
qwen35_9b,moral,Perspective_Shift,485,1.0,0.20158869011109887,27.581443298969074
qwen35_9b,moral,Conflict_of_Perspectives,485,0.9979381443298969,0.06343268102715235,9.393814432989691
qwen35_9b,moral,Reconciliation,485,0.9958762886597938,0.05820075773455614,8.762886597938145
qwen35_9b,moral,verification,485,0.9938144329896907,0.06292544789643464,9.268041237113403
qwen35_9b,moral,backtracking,485,0.9484536082474226,0.032641949329905454,5.092783505154639
qwen35_9b,moral,subgoal,485,1.0,0.15641799347046237,19.404123711340205
qwen35_9b,moral,backward_chaining,485,0.012371134020618556,9.744622485756817e-05,0.018556701030927835
qwen35_9b,planning,Question_and_Answering,493,0.9817444219066938,0.13243999446876417,81.35902636916836
qwen35_9b,planning,Perspective_Shift,493,1.0,0.1200664566490393,68.53752535496957
qwen35_9b,planning,Conflict_of_Perspectives,493,0.9574036511156186,0.034591827525559525,21.955375253549697
qwen35_9b,planning,Reconciliation,493,0.9817444219066938,0.038778586971961945,23.667342799188642
qwen35_9b,planning,verification,493,1.0,0.23490161796230105,128.79918864097363
qwen35_9b,planning,backtracking,493,0.8316430020283976,0.007845243095854557,5.620689655172414
qwen35_9b,planning,subgoal,493,1.0,0.03472340462288711,16.064908722109532
qwen35_9b,planning,backward_chaining,493,0.4381338742393509,0.008003807265252866,5.598377281947261
qwen35_9b,safety,Question_and_Answering,308,0.8993506493506493,0.08368630929527858,5.928571428571429
qwen35_9b,safety,Perspective_Shift,308,0.9902597402597403,0.16448888666986303,11.53896103896104
qwen35_9b,safety,Conflict_of_Perspectives,308,0.8441558441558441,0.03552517407132457,2.8863636363636362
qwen35_9b,safety,Reconciliation,308,0.8311688311688312,0.03254579183677732,2.4415584415584415
qwen35_9b,safety,verification,308,0.9285714285714286,0.09377221967678333,6.740259740259741
qwen35_9b,safety,backtracking,308,0.7694805194805194,0.025416687700333857,2.0779220779220777
qwen35_9b,safety,subgoal,308,0.987012987012987,0.17312757081752297,11.412337662337663
qwen35_9b,safety,backward_chaining,308,0.0,0.0,0.0
qwen35_9b,security,Question_and_Answering,303,0.9075907590759076,0.08302398897795972,32.039603960396036
qwen35_9b,security,Perspective_Shift,303,1.0,0.1588330643600702,50.224422442244226
qwen35_9b,security,Conflict_of_Perspectives,303,0.9570957095709571,0.05909880233665501,21.957095709570957
qwen35_9b,security,Reconciliation,303,0.9471947194719472,0.047683976225793276,15.877887788778878
qwen35_9b,security,verification,303,0.9966996699669967,0.15212176432724897,48.56105610561056
qwen35_9b,security,backtracking,303,0.7854785478547854,0.018359499469587433,9.099009900990099
qwen35_9b,security,subgoal,303,1.0,0.06095919537089159,13.343234323432343
qwen35_9b,security,backward_chaining,303,0.23102310231023102,0.004851481044806349,3.376237623762376
reasoner,code,Question_and_Answering,154,0.9935064935064936,0.03876720817024013,19.81168831168831
reasoner,code,Perspective_Shift,154,1.0,0.16766188698809975,94.41558441558442
reasoner,code,Conflict_of_Perspectives,154,1.0,0.12111128336695101,70.62987012987013
reasoner,code,Reconciliation,154,1.0,0.042501086092176774,22.032467532467532
