split,prefix,feature_set,feature,coef
random_trace,0.1,length,difficulty_raw=easy,0.13975875952886832
random_trace,0.1,length,difficulty_raw=Non-violent crimes,0.12923859818134653
random_trace,0.1,length,difficulty_raw=landmarks_mcq,0.12371724315262242
random_trace,0.1,length,task_type=idea,0.11030960456639738
random_trace,0.1,length,difficulty_raw=Illegal goods and services,0.10819609101081593
random_trace,0.1,length,gen_model=reasoner,0.10525916546498933
random_trace,0.1,counts,gen_model=gemma4_31b,0.42492560414777597
random_trace,0.1,counts,gen_model=qwen35_27b,0.41320405893380846
random_trace,0.1,counts,gen_model=qwen35_9b,0.32936112643006876
random_trace,0.1,counts,gen_model=qwen35_4b,0.32307528491509313
random_trace,0.1,counts,task_type=safety,0.30745116666607586
random_trace,0.1,counts,task_type=math,-0.2806421136112984
random_trace,0.1,counts,task_type=moral,-0.23753731869333172
random_trace,0.1,counts,difficulty_raw=Sexual content,0.2354294777356909
random_trace,0.1,counts,difficulty_raw=hard,-0.22241470263666752
random_trace,0.1,counts,difficulty_raw=applicable_actions_mc,0.20169032611128976
random_trace,0.1,counts,gen_model=gemma4_e4b,0.19090512806340038
random_trace,0.1,counts,task_type=planning,0.17983603363715836
random_trace,0.1,counts,difficulty_raw=progression_mcq,0.17844627887315004
random_trace,0.1,counts,difficulty_raw=validation_mcq,-0.15916028847747457
random_trace,0.1,counts,task_type=idea,0.14651893426747573
random_trace,0.1,counts,difficulty_raw=easy,0.1390037966065619
random_trace,0.1,counts,gen_model=reasoner,0.13425761455512877
random_trace,0.1,counts,difficulty_raw=Non-violent crimes,0.1269488404114336
random_trace,0.1,counts,difficulty_raw=landmarks_mcq,0.12170345356028316
random_trace,0.1,counts,difficulty_raw=Illegal goods and services,0.10864992476415904
random_trace,0.1,temporal,gen_model=qwen35_27b,0.5004867509996788
random_trace,0.1,temporal,gen_model=gemma4_31b,0.45145593257941474
random_trace,0.1,temporal,gen_model=qwen35_9b,0.4122306596522968
random_trace,0.1,temporal,gen_model=qwen35_4b,0.39461852034380296
random_trace,0.1,temporal,task_type=safety,0.3129637055770551
random_trace,0.1,temporal,task_type=math,-0.3036670133272225
random_trace,0.1,temporal,rate_subgoal,0.2951973546919447
random_trace,0.1,temporal,gen_model=gemma4_e4b,0.2869824162111074
random_trace,0.1,temporal,bin0_subgoal,-0.2785995123055334
random_trace,0.1,temporal,rate_backtracking,-0.25793455505484064
random_trace,0.1,temporal,task_type=moral,-0.24903884490019004
random_trace,0.1,temporal,difficulty_raw=Sexual content,0.23306167356687962
random_trace,0.1,temporal,difficulty_raw=hard,-0.22459809265279493
random_trace,0.1,temporal,rate_Perspective_Shift,0.22323408576123124
random_trace,0.1,temporal,difficulty_raw=applicable_actions_mc,0.2007495200107873
random_trace,0.1,temporal,difficulty_raw=progression_mcq,0.18241265235576204
random_trace,0.1,temporal,task_type=planning,0.18228053605564357
random_trace,0.1,temporal,task_type=idea,0.1797462136413261
random_trace,0.1,temporal,gen_model=reasoner,0.17186828836666643
random_trace,0.1,temporal,difficulty_raw=validation_mcq,-0.1654945207542477
random_trace,0.1,time_shuffled,gen_model=gemma4_31b,0.42493060848108777
random_trace,0.1,time_shuffled,gen_model=qwen35_27b,0.41321034798122236
random_trace,0.1,time_shuffled,gen_model=qwen35_9b,0.3293676057885101
random_trace,0.1,time_shuffled,gen_model=qwen35_4b,0.3230808926842671
random_trace,0.1,time_shuffled,task_type=safety,0.3074524760767201
random_trace,0.1,time_shuffled,task_type=math,-0.2806466351886262
random_trace,0.1,time_shuffled,task_type=moral,-0.23753842543902204
random_trace,0.1,time_shuffled,difficulty_raw=Sexual content,0.23542937267641545
random_trace,0.1,time_shuffled,difficulty_raw=hard,-0.22241450849551292
random_trace,0.1,time_shuffled,difficulty_raw=applicable_actions_mc,0.2016902240925049
random_trace,0.1,time_shuffled,gen_model=gemma4_e4b,0.19090347069022182
random_trace,0.1,time_shuffled,task_type=planning,0.17983434322530142
random_trace,0.1,time_shuffled,difficulty_raw=progression_mcq,0.17844544449270403
random_trace,0.1,time_shuffled,difficulty_raw=validation_mcq,-0.1591635389814996
random_trace,0.1,time_shuffled,task_type=idea,0.14652591704000775
random_trace,0.1,time_shuffled,difficulty_raw=easy,0.1390037053123754
random_trace,0.1,time_shuffled,gen_model=reasoner,0.13426387169650889
random_trace,0.1,time_shuffled,difficulty_raw=Non-violent crimes,0.1269487090451765
random_trace,0.1,time_shuffled,difficulty_raw=landmarks_mcq,0.12170334258994248
random_trace,0.1,time_shuffled,difficulty_raw=Illegal goods and services,0.10865038165348498
prompt_disjoint,0.25,metadata,gen_model=gemma4_31b,0.40375872879757163
prompt_disjoint,0.25,metadata,gen_model=qwen35_27b,0.37217292208723074
prompt_disjoint,0.25,metadata,task_type=safety,0.30808429507618296
prompt_disjoint,0.25,metadata,gen_model=qwen35_9b,0.28683183048033306
prompt_disjoint,0.25,metadata,gen_model=qwen35_4b,0.28458087045743763
prompt_disjoint,0.25,metadata,task_type=math,-0.25754975934403357
prompt_disjoint,0.25,metadata,difficulty_raw=Sexual content,0.23754904244412836
prompt_disjoint,0.25,metadata,difficulty_raw=hard,-0.22632921176607682
prompt_disjoint,0.25,metadata,task_type=moral,-0.22397288451796057
prompt_disjoint,0.25,metadata,gen_model=gemma4_e4b,0.2010353658686583
prompt_disjoint,0.25,metadata,difficulty_raw=applicable_actions_mc,0.200208197361989
prompt_disjoint,0.25,metadata,difficulty_raw=progression_mcq,0.18383185149873338
prompt_disjoint,0.25,metadata,task_type=planning,0.18276312624608032
prompt_disjoint,0.25,metadata,difficulty_raw=validation_mcq,-0.15583797235968236
prompt_disjoint,0.25,metadata,difficulty_raw=easy,0.13985644289261415
prompt_disjoint,0.25,metadata,difficulty_raw=Non-violent crimes,0.12967167261526027
prompt_disjoint,0.25,metadata,difficulty_raw=landmarks_mcq,0.12315478081538216
prompt_disjoint,0.25,metadata,task_type=idea,0.11058321063891427
prompt_disjoint,0.25,metadata,difficulty_raw=Illegal goods and services,0.10852421019084567
prompt_disjoint,0.25,metadata,"difficulty_raw=Hate, harassment and discrimination",0.10532347290375943
prompt_disjoint,0.25,length,gen_model=gemma4_31b,0.4047027078668309
prompt_disjoint,0.25,length,gen_model=qwen35_27b,0.3775139600427178
prompt_disjoint,0.25,length,task_type=safety,0.30716280125220935
prompt_disjoint,0.25,length,gen_model=qwen35_9b,0.29265503544144617
prompt_disjoint,0.25,length,gen_model=qwen35_4b,0.2900851653028659
prompt_disjoint,0.25,length,task_type=math,-0.2592118606464907
prompt_disjoint,0.25,length,difficulty_raw=Sexual content,0.23722009764609908
prompt_disjoint,0.25,length,task_type=moral,-0.22540121943731048
prompt_disjoint,0.25,length,difficulty_raw=hard,-0.22345244795745586
prompt_disjoint,0.25,length,gen_model=gemma4_e4b,0.20155477087798032
prompt_disjoint,0.25,length,difficulty_raw=applicable_actions_mc,0.20011074882187516
prompt_disjoint,0.25,length,task_type=planning,0.18344796948631206
prompt_disjoint,0.25,length,difficulty_raw=progression_mcq,0.18332190938790893
prompt_disjoint,0.25,length,difficulty_raw=validation_mcq,-0.15497892823165665
prompt_disjoint,0.25,length,difficulty_raw=easy,0.13975931172571804
prompt_disjoint,0.25,length,difficulty_raw=Non-violent crimes,0.12923458084316636
prompt_disjoint,0.25,length,difficulty_raw=landmarks_mcq,0.12372210360731029
prompt_disjoint,0.25,length,task_type=idea,0.11030966490179203
prompt_disjoint,0.25,length,difficulty_raw=Illegal goods and services,0.10819362760547281
prompt_disjoint,0.25,length,gen_model=reasoner,0.10526994502590611
prompt_disjoint,0.25,counts,gen_model=gemma4_31b,0.44518942058080546
prompt_disjoint,0.25,counts,gen_model=qwen35_27b,0.4178115499726193
prompt_disjoint,0.25,counts,gen_model=qwen35_9b,0.3326721253293556
prompt_disjoint,0.25,counts,gen_model=qwen35_4b,0.3246907212342687
prompt_disjoint,0.25,counts,task_type=safety,0.30850826998812003
prompt_disjoint,0.25,counts,task_type=math,-0.2968192068011205
prompt_disjoint,0.25,counts,difficulty_raw=Sexual content,0.2372938170502288
prompt_disjoint,0.25,counts,task_type=moral,-0.23038145717343025
prompt_disjoint,0.25,counts,difficulty_raw=hard,-0.22525052738220724
prompt_disjoint,0.25,counts,gen_model=gemma4_e4b,0.19865839208537467
prompt_disjoint,0.25,counts,difficulty_raw=applicable_actions_mc,0.19602595582178609
prompt_disjoint,0.25,counts,difficulty_raw=validation_mcq,-0.18366317955021472
prompt_disjoint,0.25,counts,task_type=idea,0.17959643253390478
prompt_disjoint,0.25,counts,difficulty_raw=progression_mcq,0.1746257738628617
prompt_disjoint,0.25,counts,task_type=planning,0.1672382617538869
prompt_disjoint,0.25,counts,gen_model=reasoner,0.16208597890597154
prompt_disjoint,0.25,counts,difficulty_raw=easy,0.13473787223787914
prompt_disjoint,0.25,counts,difficulty_raw=landmarks_mcq,0.12912247936364216
prompt_disjoint,0.25,counts,difficulty_raw=Non-violent crimes,0.12659003018416704
prompt_disjoint,0.25,counts,"difficulty_raw=Hate, harassment and discrimination",0.1086284112983908
prompt_disjoint,0.25,temporal,gen_model=gemma4_31b,0.46238159183805777
prompt_disjoint,0.25,temporal,gen_model=qwen35_27b,0.44662629835483303
prompt_disjoint,0.25,temporal,rate_subgoal,0.3818896913360872
prompt_disjoint,0.25,temporal,gen_model=qwen35_9b,0.3604262836154689
prompt_disjoint,0.25,temporal,gen_model=qwen35_4b,0.34854924330264375
prompt_disjoint,0.25,temporal,task_type=math,-0.3210321515658214
prompt_disjoint,0.25,temporal,task_type=safety,0.31546631252561463
prompt_disjoint,0.25,temporal,rate_Reconciliation,0.3096070059447403
prompt_disjoint,0.25,temporal,difficulty_raw=Sexual content,0.2390401487789406
prompt_disjoint,0.25,temporal,gen_model=gemma4_e4b,0.23786755701700027
prompt_disjoint,0.25,temporal,rate_Perspective_Shift,-0.23685242426452946
prompt_disjoint,0.25,temporal,task_type=moral,-0.22790527575130057
prompt_disjoint,0.25,temporal,difficulty_raw=hard,-0.22578361268573882
prompt_disjoint,0.25,temporal,bin0_subgoal,-0.20166486508324125
prompt_disjoint,0.25,temporal,difficulty_raw=applicable_actions_mc,0.19504129349139485
prompt_disjoint,0.25,temporal,rate_Conflict_of_Perspectives,0.19202055413985974
prompt_disjoint,0.25,temporal,task_type=idea,0.19094669315461146
prompt_disjoint,0.25,temporal,difficulty_raw=validation_mcq,-0.18390465926478797
prompt_disjoint,0.25,temporal,rate_Question_and_Answering,-0.17901475190831634
prompt_disjoint,0.25,temporal,difficulty_raw=progression_mcq,0.17631478307011256
prompt_disjoint,0.25,time_shuffled,gen_model=gemma4_31b,0.44519873352585354
prompt_disjoint,0.25,time_shuffled,gen_model=qwen35_27b,0.41781677975241516
prompt_disjoint,0.25,time_shuffled,gen_model=qwen35_9b,0.3326775389082445
prompt_disjoint,0.25,time_shuffled,gen_model=qwen35_4b,0.3246950004508722
prompt_disjoint,0.25,time_shuffled,task_type=safety,0.3085107721429902
prompt_disjoint,0.25,time_shuffled,task_type=math,-0.2968285002710446
prompt_disjoint,0.25,time_shuffled,difficulty_raw=Sexual content,0.23729458056977643
prompt_disjoint,0.25,time_shuffled,task_type=moral,-0.2303793495923641
prompt_disjoint,0.25,time_shuffled,difficulty_raw=hard,-0.2252512818687731
prompt_disjoint,0.25,time_shuffled,gen_model=gemma4_e4b,0.19865879035312992
prompt_disjoint,0.25,time_shuffled,difficulty_raw=applicable_actions_mc,0.19602374556343763
prompt_disjoint,0.25,time_shuffled,difficulty_raw=validation_mcq,-0.18367444981506711
prompt_disjoint,0.25,time_shuffled,task_type=idea,0.17961249034038904
prompt_disjoint,0.25,time_shuffled,difficulty_raw=progression_mcq,0.1746237591333741
prompt_disjoint,0.25,time_shuffled,task_type=planning,0.16723220644136444
prompt_disjoint,0.25,time_shuffled,gen_model=reasoner,0.162099823794822
prompt_disjoint,0.25,time_shuffled,difficulty_raw=easy,0.13473661954667238
prompt_disjoint,0.25,time_shuffled,difficulty_raw=landmarks_mcq,0.12912438128393255
prompt_disjoint,0.25,time_shuffled,difficulty_raw=Non-violent crimes,0.12659048246663437
prompt_disjoint,0.25,time_shuffled,"difficulty_raw=Hate, harassment and discrimination",0.10863016609018981
random_trace,0.25,metadata,gen_model=gemma4_31b,0.40375872879757163
random_trace,0.25,metadata,gen_model=qwen35_27b,0.37217292208723074
random_trace,0.25,metadata,task_type=safety,0.30808429507618296
random_trace,0.25,metadata,gen_model=qwen35_9b,0.28683183048033306
random_trace,0.25,metadata,gen_model=qwen35_4b,0.28458087045743763
random_trace,0.25,metadata,task_type=math,-0.25754975934403357
random_trace,0.25,metadata,difficulty_raw=Sexual content,0.23754904244412836
random_trace,0.25,metadata,difficulty_raw=hard,-0.22632921176607682
random_trace,0.25,metadata,task_type=moral,-0.22397288451796057
random_trace,0.25,metadata,gen_model=gemma4_e4b,0.2010353658686583
random_trace,0.25,metadata,difficulty_raw=applicable_actions_mc,0.200208197361989
random_trace,0.25,metadata,difficulty_raw=progression_mcq,0.18383185149873338
random_trace,0.25,metadata,task_type=planning,0.18276312624608032
random_trace,0.25,metadata,difficulty_raw=validation_mcq,-0.15583797235968236
random_trace,0.25,metadata,difficulty_raw=easy,0.13985644289261415
random_trace,0.25,metadata,difficulty_raw=Non-violent crimes,0.12967167261526027
random_trace,0.25,metadata,difficulty_raw=landmarks_mcq,0.12315478081538216
random_trace,0.25,metadata,task_type=idea,0.11058321063891427
random_trace,0.25,metadata,difficulty_raw=Illegal goods and services,0.10852421019084567
random_trace,0.25,metadata,"difficulty_raw=Hate, harassment and discrimination",0.10532347290375943
random_trace,0.25,length,gen_model=gemma4_31b,0.4047027078668309
random_trace,0.25,length,gen_model=qwen35_27b,0.3775139600427178
random_trace,0.25,length,task_type=safety,0.30716280125220935
random_trace,0.25,length,gen_model=qwen35_9b,0.29265503544144617
random_trace,0.25,length,gen_model=qwen35_4b,0.2900851653028659
random_trace,0.25,length,task_type=math,-0.2592118606464907
random_trace,0.25,length,difficulty_raw=Sexual content,0.23722009764609908
random_trace,0.25,length,task_type=moral,-0.22540121943731048
random_trace,0.25,length,difficulty_raw=hard,-0.22345244795745586
random_trace,0.25,length,gen_model=gemma4_e4b,0.20155477087798032
random_trace,0.25,length,difficulty_raw=applicable_actions_mc,0.20011074882187516
random_trace,0.25,length,task_type=planning,0.18344796948631206
random_trace,0.25,length,difficulty_raw=progression_mcq,0.18332190938790893
random_trace,0.25,length,difficulty_raw=validation_mcq,-0.15497892823165665
random_trace,0.25,length,difficulty_raw=easy,0.13975931172571804
random_trace,0.25,length,difficulty_raw=Non-violent crimes,0.12923458084316636
random_trace,0.25,length,difficulty_raw=landmarks_mcq,0.12372210360731029
random_trace,0.25,length,task_type=idea,0.11030966490179203
random_trace,0.25,length,difficulty_raw=Illegal goods and services,0.10819362760547281
random_trace,0.25,length,gen_model=reasoner,0.10526994502590611
random_trace,0.25,counts,gen_model=gemma4_31b,0.44518942058080546
random_trace,0.25,counts,gen_model=qwen35_27b,0.4178115499726193
random_trace,0.25,counts,gen_model=qwen35_9b,0.3326721253293556
random_trace,0.25,counts,gen_model=qwen35_4b,0.3246907212342687
random_trace,0.25,counts,task_type=safety,0.30850826998812003
random_trace,0.25,counts,task_type=math,-0.2968192068011205
random_trace,0.25,counts,difficulty_raw=Sexual content,0.2372938170502288
random_trace,0.25,counts,task_type=moral,-0.23038145717343025
random_trace,0.25,counts,difficulty_raw=hard,-0.22525052738220724
random_trace,0.25,counts,gen_model=gemma4_e4b,0.19865839208537467
random_trace,0.25,counts,difficulty_raw=applicable_actions_mc,0.19602595582178609
random_trace,0.25,counts,difficulty_raw=validation_mcq,-0.18366317955021472
random_trace,0.25,counts,task_type=idea,0.17959643253390478
random_trace,0.25,counts,difficulty_raw=progression_mcq,0.1746257738628617
random_trace,0.25,counts,task_type=planning,0.1672382617538869
random_trace,0.25,counts,gen_model=reasoner,0.16208597890597154
random_trace,0.25,counts,difficulty_raw=easy,0.13473787223787914
random_trace,0.25,counts,difficulty_raw=landmarks_mcq,0.12912247936364216
random_trace,0.25,counts,difficulty_raw=Non-violent crimes,0.12659003018416704
random_trace,0.25,counts,"difficulty_raw=Hate, harassment and discrimination",0.1086284112983908
random_trace,0.25,temporal,gen_model=gemma4_31b,0.46238159183805777
random_trace,0.25,temporal,gen_model=qwen35_27b,0.44662629835483303
random_trace,0.25,temporal,rate_subgoal,0.3818896913360872
random_trace,0.25,temporal,gen_model=qwen35_9b,0.3604262836154689
random_trace,0.25,temporal,gen_model=qwen35_4b,0.34854924330264375
random_trace,0.25,temporal,task_type=math,-0.3210321515658214
random_trace,0.25,temporal,task_type=safety,0.31546631252561463
random_trace,0.25,temporal,rate_Reconciliation,0.3096070059447403
random_trace,0.25,temporal,difficulty_raw=Sexual content,0.2390401487789406
random_trace,0.25,temporal,gen_model=gemma4_e4b,0.23786755701700027
random_trace,0.25,temporal,rate_Perspective_Shift,-0.23685242426452946
random_trace,0.25,temporal,task_type=moral,-0.22790527575130057
random_trace,0.25,temporal,difficulty_raw=hard,-0.22578361268573882
random_trace,0.25,temporal,bin0_subgoal,-0.20166486508324125
random_trace,0.25,temporal,difficulty_raw=applicable_actions_mc,0.19504129349139485
random_trace,0.25,temporal,rate_Conflict_of_Perspectives,0.19202055413985974
random_trace,0.25,temporal,task_type=idea,0.19094669315461146
random_trace,0.25,temporal,difficulty_raw=validation_mcq,-0.18390465926478797
random_trace,0.25,temporal,rate_Question_and_Answering,-0.17901475190831634
random_trace,0.25,temporal,difficulty_raw=progression_mcq,0.17631478307011256
random_trace,0.25,time_shuffled,gen_model=gemma4_31b,0.44519873352585354
random_trace,0.25,time_shuffled,gen_model=qwen35_27b,0.41781677975241516
random_trace,0.25,time_shuffled,gen_model=qwen35_9b,0.3326775389082445
