task_type,family,model_a,model_b,js_distance,correlation_distance
gpqa,dialectical,qwen35_4b,qwen35_27b,0.014336885413728373,0.05352184688005057
gpqa,executive,qwen35_4b,qwen35_27b,0.021001992220906672,0.1362773678237672
gpqa,dialectical,qwen35_9b,qwen35_27b,0.00863092982030762,0.020767372642197968
gpqa,executive,qwen35_9b,qwen35_27b,0.018705600163279826,0.07302238168842334
planning,dialectical,reasoner,gemma4_e4b,0.06918021914935325,0.06400359123629396
planning,executive,reasoner,gemma4_e4b,0.06576922114241504,0.1873046715305403
planning,dialectical,reasoner,gemma4_31b,0.03332765069913994,0.05320856084407577
planning,executive,reasoner,gemma4_31b,0.07543203710087812,0.10188587972505248
planning,dialectical,reasoner,qwen35_4b,0.08873241439930366,0.3731680562224433
planning,executive,reasoner,qwen35_4b,0.07360015975488172,0.25646164135309757
planning,dialectical,reasoner,qwen35_9b,0.0796853856237761,0.31181447122898
planning,executive,reasoner,qwen35_9b,0.07792254738671893,0.3222617021176549
planning,dialectical,reasoner,qwen35_27b,0.06466125619139874,0.20094456105354552
planning,executive,reasoner,qwen35_27b,0.07052110937589576,0.2127907923777923
planning,dialectical,gemma4_e4b,gemma4_31b,0.07881216807273127,0.13108331691541875
planning,executive,gemma4_e4b,gemma4_31b,0.12774169172339672,0.45399392589452103
planning,dialectical,gemma4_e4b,qwen35_4b,0.1499178281749206,0.6201160596036276
planning,executive,gemma4_e4b,qwen35_4b,0.11102160621473181,0.6510912127060766
planning,dialectical,gemma4_e4b,qwen35_9b,0.14048136017340093,0.5121297738131765
planning,executive,gemma4_e4b,qwen35_9b,0.1146943801552876,0.7102648348676026
planning,dialectical,gemma4_e4b,qwen35_27b,0.12652097180105548,0.3915262223172473
planning,executive,gemma4_e4b,qwen35_27b,0.11777942032746334,0.5951711808808591
planning,dialectical,gemma4_31b,qwen35_4b,0.08796338128390471,0.2973742444980476
planning,executive,gemma4_31b,qwen35_4b,0.0829172210322943,0.05792575014568202
planning,dialectical,gemma4_31b,qwen35_9b,0.07833142574447788,0.24683005525194845
planning,executive,gemma4_31b,qwen35_9b,0.08252300780054891,0.10071359470919128
planning,dialectical,gemma4_31b,qwen35_27b,0.06175754111039113,0.150593304998057
planning,executive,gemma4_31b,qwen35_27b,0.05160011141361025,0.06298391148695814
planning,dialectical,qwen35_4b,qwen35_9b,0.0218341652873402,0.06152380506153765
planning,executive,qwen35_4b,qwen35_9b,0.0150940730605414,0.03359176400032304
planning,dialectical,qwen35_4b,qwen35_27b,0.039737203565431166,0.11942178922144875
planning,executive,qwen35_4b,qwen35_27b,0.045984105494991025,0.055730085744296276
planning,dialectical,qwen35_9b,qwen35_27b,0.031038864478044523,0.09799619830056694
planning,executive,qwen35_9b,qwen35_27b,0.041881562441801114,0.04944541218340581
moral,dialectical,reasoner,gemma4_e4b,0.21318042895258127,0.43076981017084603
moral,executive,reasoner,gemma4_e4b,0.1714550416307157,0.6709411879359868
moral,dialectical,reasoner,gemma4_31b,0.05715490025052654,0.07491942471409463
moral,executive,reasoner,gemma4_31b,0.30246017563931016,1.3343175244262682
moral,dialectical,reasoner,qwen35_4b,0.10319550086351839,0.3120293383088715
moral,executive,reasoner,qwen35_4b,0.14482544709597206,0.7738937173880274
moral,dialectical,reasoner,qwen35_9b,0.09730438048618131,0.2831972672154587
moral,executive,reasoner,qwen35_9b,0.15685997679864064,0.8428965479435333
moral,dialectical,reasoner,qwen35_27b,0.08286503590062455,0.20666374829080403
moral,executive,reasoner,qwen35_27b,0.17482365168990022,0.9169117811453313
moral,dialectical,gemma4_e4b,gemma4_31b,0.2253554688629104,0.5092370985282899
moral,executive,gemma4_e4b,gemma4_31b,0.26047649110142407,0.913418213716576
moral,dialectical,gemma4_e4b,qwen35_4b,0.2729637191392838,0.8642208737237145
moral,executive,gemma4_e4b,qwen35_4b,0.15130218889337416,0.9369000860709893
moral,dialectical,gemma4_e4b,qwen35_9b,0.2670265648711528,0.8212310501533049
moral,executive,gemma4_e4b,qwen35_9b,0.14656767824178632,0.8066383103410204
moral,dialectical,gemma4_e4b,qwen35_27b,0.260093987767647,0.7864640249468948
moral,executive,gemma4_e4b,qwen35_27b,0.14496375695100633,0.6695439175157201
moral,dialectical,gemma4_31b,qwen35_4b,0.11279011837891761,0.21688430092678823
moral,executive,gemma4_31b,qwen35_4b,0.17855177613249162,0.2665327067332097
moral,dialectical,gemma4_31b,qwen35_9b,0.10740745442171964,0.19550927686243258
moral,executive,gemma4_31b,qwen35_9b,0.16357545681161306,0.18861383881137805
moral,dialectical,gemma4_31b,qwen35_27b,0.09752146938138748,0.18256851738850532
moral,executive,gemma4_31b,qwen35_27b,0.1520911160274674,0.16559251635534078
moral,dialectical,qwen35_4b,qwen35_9b,0.025332750306298994,0.039118692713147274
moral,executive,qwen35_4b,qwen35_9b,0.032108180469319375,0.04780241614933489
moral,dialectical,qwen35_4b,qwen35_27b,0.04127045089863636,0.07470103218013457
moral,executive,qwen35_4b,qwen35_27b,0.06186971605862714,0.11943377402395605
moral,dialectical,qwen35_9b,qwen35_27b,0.03264403396525752,0.05384932794673791
moral,executive,qwen35_9b,qwen35_27b,0.0384637596582379,0.043791341702062
idea,dialectical,reasoner,gemma4_e4b,0.1895152968612512,0.2679863797227092
idea,executive,reasoner,gemma4_e4b,0.1824048828667181,0.3622399493530437
idea,dialectical,reasoner,gemma4_31b,0.14947433174093022,0.24944377746368396
idea,executive,reasoner,gemma4_31b,0.2212907019564746,1.1142997689650735
idea,dialectical,reasoner,qwen35_4b,0.1308338449020856,0.9985577379305115
idea,executive,reasoner,qwen35_4b,0.10009290602991383,1.1647696669393728
idea,dialectical,reasoner,qwen35_9b,0.14359750074518254,1.3032102895971183
idea,executive,reasoner,qwen35_9b,0.07988498792712785,0.7893261610744565
idea,dialectical,reasoner,qwen35_27b,0.14161187956414684,1.1225979831218087
idea,executive,reasoner,qwen35_27b,0.08325656748418842,0.8133418607892633
idea,dialectical,gemma4_e4b,gemma4_31b,0.13976447133351919,0.1930090630698602
idea,executive,gemma4_e4b,gemma4_31b,0.22062873018537868,0.6459388098952121
idea,dialectical,gemma4_e4b,qwen35_4b,0.2851922461303028,1.4893411401852852
idea,executive,gemma4_e4b,qwen35_4b,0.224221520008318,1.2705471675069706
idea,dialectical,gemma4_e4b,qwen35_9b,0.29185928353101565,1.71982061410077
idea,executive,gemma4_e4b,qwen35_9b,0.20817794399486322,0.9538213724667509
idea,dialectical,gemma4_e4b,qwen35_27b,0.2937225508129631,1.585973837164592
idea,executive,gemma4_e4b,qwen35_27b,0.21761195271939887,1.10374363833613
idea,dialectical,gemma4_31b,qwen35_4b,0.22598612635667303,1.0141427813944417
idea,executive,gemma4_31b,qwen35_4b,0.21364837093660236,1.286653180074877
idea,dialectical,gemma4_31b,qwen35_9b,0.23739466266489342,1.263777683625599
idea,executive,gemma4_31b,qwen35_9b,0.213535609720224,1.4187400120540588
idea,dialectical,gemma4_31b,qwen35_27b,0.2347870283398543,1.1210563784467582
idea,executive,gemma4_31b,qwen35_27b,0.22381221664795078,1.571187263911555
idea,dialectical,qwen35_4b,qwen35_9b,0.028717419743986394,0.07302420465415149
idea,executive,qwen35_4b,qwen35_9b,0.03643681139735874,0.2867020571912935
idea,dialectical,qwen35_4b,qwen35_27b,0.018932826642451824,0.027838665810926977
idea,executive,qwen35_4b,qwen35_27b,0.031733763717423764,0.20355829114779356
idea,dialectical,qwen35_9b,qwen35_27b,0.02325352074487967,0.031207396856986036
idea,executive,qwen35_9b,qwen35_27b,0.02001220011576535,0.08705876709388483
safety,dialectical,reasoner,gemma4_e4b,0.44550011050982125,0.5807157019757663
safety,executive,reasoner,gemma4_e4b,0.2880031709682024,1.0889232284681485
safety,dialectical,reasoner,gemma4_31b,0.21663865943227442,0.2492585286264858
safety,executive,reasoner,gemma4_31b,0.43784186618482684,1.4429088128478416
safety,dialectical,reasoner,qwen35_4b,0.07104576861689027,0.22057890827585847
safety,executive,reasoner,qwen35_4b,0.13615426997091823,1.4224214075288186
safety,dialectical,reasoner,qwen35_9b,0.07473956951132839,0.21927432268356695
safety,executive,reasoner,qwen35_9b,0.14723821610731677,1.6025167005565877
safety,dialectical,reasoner,qwen35_27b,0.08605978765374799,0.2261003365275175
safety,executive,reasoner,qwen35_27b,0.16079933228965754,1.4722564540731757
safety,dialectical,gemma4_e4b,gemma4_31b,0.4168307275326887,0.6153113271295783
safety,executive,gemma4_e4b,gemma4_31b,0.4445689124277848,1.0124301290385236
safety,dialectical,gemma4_e4b,qwen35_4b,0.4292475757123636,0.518793173963632
safety,executive,gemma4_e4b,qwen35_4b,0.25267148085541524,0.5935549856624034
safety,dialectical,gemma4_e4b,qwen35_9b,0.4359876459994576,0.6275872278045516
safety,executive,gemma4_e4b,qwen35_9b,0.24162871996880736,0.5030716336710986
safety,dialectical,gemma4_e4b,qwen35_27b,0.4310357267089036,0.6675200583051899
safety,executive,gemma4_e4b,qwen35_27b,0.23249660363303842,0.4250322413684634
safety,dialectical,gemma4_31b,qwen35_4b,0.20058520758781392,0.3408566326015654
safety,executive,gemma4_31b,qwen35_4b,0.3932316003550332,1.060826035849798
safety,dialectical,gemma4_31b,qwen35_9b,0.19148350005281714,0.2883668551673306
safety,executive,gemma4_31b,qwen35_9b,0.3676317168930639,0.6470307261413861
safety,dialectical,gemma4_31b,qwen35_27b,0.18805835541774668,0.31171461762185226
safety,executive,gemma4_31b,qwen35_27b,0.35934537898077495,0.6802988965461944
safety,dialectical,qwen35_4b,qwen35_9b,0.03470211864501105,0.0593037606225022
safety,executive,qwen35_4b,qwen35_9b,0.05343062897439934,0.3383657852919921
safety,dialectical,qwen35_4b,qwen35_27b,0.058012301797875136,0.15268356112891324
safety,executive,qwen35_4b,qwen35_27b,0.07320909717762895,0.395613633805436
safety,dialectical,qwen35_9b,qwen35_27b,0.04670997112618409,0.09704792980968846
safety,executive,qwen35_9b,qwen35_27b,0.056262822612109104,0.2251436660003906
security,dialectical,reasoner,gemma4_e4b,0.052712194794025814,0.058288106010036644
security,executive,reasoner,gemma4_e4b,0.12555494576810122,0.5461499654977333
security,dialectical,reasoner,gemma4_31b,0.08088345591424388,0.14956875809077208
security,executive,reasoner,gemma4_31b,0.18521117310585558,1.2520392805112341
security,dialectical,reasoner,qwen35_4b,0.15370957952096206,0.8525105987883796
security,executive,reasoner,qwen35_4b,0.10720434912138418,1.0994211262527003
security,dialectical,reasoner,qwen35_9b,0.1504917974679073,0.7592622288015317
security,executive,reasoner,qwen35_9b,0.11507498355838795,1.1849158307490193
security,dialectical,reasoner,qwen35_27b,0.1326256844796781,0.4161012791865335
security,executive,reasoner,qwen35_27b,0.13261165587378745,1.3952454285407687
security,dialectical,gemma4_e4b,gemma4_31b,0.09332994645502322,0.22308943444318752
security,executive,gemma4_e4b,gemma4_31b,0.15554449802123677,0.6890585059201066
security,dialectical,gemma4_e4b,qwen35_4b,0.15713408473388174,0.9551161281262933
security,executive,gemma4_e4b,qwen35_4b,0.12104678135171994,0.4148356596345232
security,dialectical,gemma4_e4b,qwen35_9b,0.1548644344002307,0.9044399385186914
security,executive,gemma4_e4b,qwen35_9b,0.11501230018187467,0.40825927931738537
security,dialectical,gemma4_e4b,qwen35_27b,0.13910188945650434,0.5663720061040809
security,executive,gemma4_e4b,qwen35_27b,0.12522191037409275,0.6083517081574996
security,dialectical,gemma4_31b,qwen35_4b,0.08503650755173141,0.4692352933766175
security,executive,gemma4_31b,qwen35_4b,0.12577591743123445,0.6834236660078505
security,dialectical,gemma4_31b,qwen35_9b,0.08420577197612106,0.43397937669156617
security,executive,gemma4_31b,qwen35_9b,0.09399145223218355,0.10817659776829336
security,dialectical,gemma4_31b,qwen35_27b,0.06540184856338341,0.16227243636610822
security,executive,gemma4_31b,qwen35_27b,0.08513095314415578,0.1383958747830425
security,dialectical,qwen35_4b,qwen35_9b,0.025426382521318302,0.2154040679484034
security,executive,qwen35_4b,qwen35_9b,0.04375575780281475,0.5016635804749763
security,dialectical,qwen35_4b,qwen35_27b,0.029270308472441095,0.22186417962796579
security,executive,qwen35_4b,qwen35_27b,0.05498554554881719,0.5446877755733581
security,dialectical,qwen35_9b,qwen35_27b,0.029929790879003115,0.25557255861036976
security,executive,qwen35_9b,qwen35_27b,0.03215488759889458,0.14566614088321006
