gen_model,model_label,task_type,domain,outcome_kind,n,outcome_unique,signature_family,layer,behavior,behavior_label,shapley_gain,shapley_ci_low,shapley_ci_high,shapley_p_value,shapley_unit,direction_effect,direction_ci_low,direction_ci_high,direction_unit,shapley_q_value,supported,amount_supported,timing_supported,parent_block_supported
reasoner,DeepSeek-R1 Distill 8B,code,Code,binary,150,2,cognitive,timing,backtracking,Backtracking,-0.043206827701876796,-0.10585268646811118,0.014951812517192775,0.9040959040959041,bits/trace,-0.05119181948092444,-0.10773735700424615,0.008384830297532857,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,code,Code,binary,150,2,cognitive,timing,subgoal,Subgoal setting,-0.012698779105052299,-0.0530855424974017,0.02582653716951881,0.7102897102897103,bits/trace,-0.11396005383110602,-0.18086427306110778,-0.04996164586809438,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,code,Code,binary,150,2,cognitive,timing,backward_chaining,Backward chaining,-0.007358562188721488,-0.01825789235983075,0.005232249110792294,0.8921078921078921,bits/trace,-0.06591880579619758,-0.3722122910983441,0.2226178446342089,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,conversational,amount,Question_and_Answering,Question–answer,0.0024578625328880656,-0.008074360654685048,0.013381466239744663,0.34065934065934067,bits/trace,-0.1224640561601961,-0.2903748558641736,0.06868815121026323,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,conversational,amount,Perspective_Shift,Perspective shift,0.017220017795276286,-0.008243761526995668,0.04213896046461849,0.08491508491508491,bits/trace,-0.4907525094243087,-0.6751990259978523,-0.31332833208732724,standardized high-minus-low outcome rate difference,0.8903436988543372,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,conversational,amount,Conflict_of_Perspectives,Perspective conflict,-0.0037488180619164708,-0.007862171175989042,-0.0001492157076646415,0.975024975024975,bits/trace,-0.24846713505526358,-0.42935920103975006,-0.05215955151463423,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,conversational,amount,Reconciliation,Reconciliation,0.0019416354380526713,-0.006689608504624899,0.009602911679155326,0.3226773226773227,bits/trace,0.22057089803400914,0.04942097626187328,0.40913950386952325,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,conversational,timing,Question_and_Answering,Question–answer,-0.006205435788883588,-0.013028389314610901,0.0002142149516346388,0.973026973026973,bits/trace,0.028254659790733327,-0.01795508381094179,0.07729387183336713,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,conversational,timing,Perspective_Shift,Perspective shift,-0.006417110167087612,-0.017671325397559442,0.005210377506355517,0.8321678321678322,bits/trace,-0.010377080079295387,-0.02734546520317724,0.0051325362813522115,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,conversational,timing,Conflict_of_Perspectives,Perspective conflict,-0.0024201891798066107,-0.012258264427812436,0.00801966873726627,0.6563436563436563,bits/trace,0.027037211788582982,0.0012251832124497378,0.05080662887140279,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,conversational,timing,Reconciliation,Reconciliation,-0.006716488456595331,-0.014539377775798985,0.0011258548867518778,0.9590409590409591,bits/trace,0.033822714409853516,-0.0028576582929686176,0.07085765010012589,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,cognitive,amount,verification,Verification,0.0034732456878192445,-0.008705489625664071,0.01529013684396866,0.28471528471528473,bits/trace,0.0778665786999093,-0.10185322426895897,0.2545767883564333,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,cognitive,amount,backtracking,Backtracking,0.000647858851208369,-0.00808129305543899,0.00964014582474814,0.46853146853146854,bits/trace,-0.27664222938559085,-0.4610323955579926,-0.09207060785825658,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,cognitive,amount,subgoal,Subgoal setting,-0.011932766052694001,-0.045076678213282914,0.0052211282861920364,0.6003996003996004,bits/trace,-5.194997820821885e-05,-0.1909985252495648,0.15017684461554137,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,cognitive,amount,backward_chaining,Backward chaining,0.0004727561460471058,-0.016969175886855193,0.014580361057480756,0.48451548451548454,bits/trace,-0.28806593624385773,-0.46403853371843146,-0.10830848043557247,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,cognitive,timing,verification,Verification,0.0031672420627178277,-0.01357731349570832,0.01894874549890435,0.3706293706293706,bits/trace,0.053644642258185216,0.02378803861357768,0.08211617351876728,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,cognitive,timing,backtracking,Backtracking,-0.009567086576238639,-0.021036172170952442,0.002195632268871375,0.954045954045954,bits/trace,-0.0009171421568423543,-0.03404520727933359,0.030904892833831427,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,cognitive,timing,subgoal,Subgoal setting,0.0038841069798954747,-0.0076410760084560025,0.015575029127446346,0.27972027972027974,bits/trace,-0.03949234857708134,-0.07814844873574722,-0.004052834088385588,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,gpqa,GPQA,binary,438,2,cognitive,timing,backward_chaining,Backward chaining,-0.0017750228661581966,-0.008882856677432568,0.00476750397271438,0.7002997002997003,bits/trace,-0.0386446336072771,-0.1499062421124167,0.06985084261450383,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,conversational,amount,Question_and_Answering,Question–answer,0.0021248750724769893,-0.008272625692962925,0.01273269435701518,0.3626373626373626,bits/trace,0.16275126858780722,-0.04735877309148481,0.3608764867552216,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,conversational,amount,Perspective_Shift,Perspective shift,-0.0008529617862501469,-0.010642544563941184,0.008070341255207818,0.5634365634365635,bits/trace,0.18530694974074208,-0.020622373700012152,0.40780604317397334,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,conversational,amount,Conflict_of_Perspectives,Perspective conflict,-0.0006045755189100229,-0.004660026831849982,0.003984631781597381,0.5974025974025974,bits/trace,-0.005894922679210962,-0.24196135323031287,0.21870517873363096,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,conversational,amount,Reconciliation,Reconciliation,-0.000513947903750845,-0.014598120226701613,0.012184594713681425,0.5164835164835165,bits/trace,-0.1533237333270455,-0.4199690025339188,0.06588204332715765,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,conversational,timing,Question_and_Answering,Question–answer,-0.005809511491930296,-0.017012537470707308,0.005785571346018187,0.8661338661338661,bits/trace,0.0034511431526493275,-0.057858438798202384,0.06512860116065029,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,conversational,timing,Perspective_Shift,Perspective shift,0.00043467428554611916,-0.012869215178726424,0.013635209886823325,0.48951048951048953,bits/trace,-0.0336080985708892,-0.05830941255375426,-0.009893787613192474,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,conversational,timing,Conflict_of_Perspectives,Perspective conflict,-0.006055601984736828,-0.016397075238543966,0.0037060928684141737,0.8741258741258742,bits/trace,-0.04859795402273537,-0.08835066477257776,-0.007509396310731506,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,conversational,timing,Reconciliation,Reconciliation,0.0026430111913219997,-0.00640063077173231,0.012987700820548148,0.3066933066933067,bits/trace,-0.024264785930761423,-0.06705206156414545,0.017013073237968718,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,cognitive,amount,verification,Verification,-0.011657175103079608,-0.018697875495279546,-0.005423811996038769,1.0,bits/trace,-0.3047647807207558,-0.5354533273223598,-0.08359857896424357,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,cognitive,amount,backtracking,Backtracking,-0.0008407005625702692,-0.012560623633944838,0.010441526089076664,0.5884115884115884,bits/trace,-0.13236286175696216,-0.39984595683032215,0.08485245823695978,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,cognitive,amount,subgoal,Subgoal setting,0.006758690107364155,-0.004273929648777682,0.017327441987296553,0.1088911088911089,bits/trace,0.367667872782112,0.19277052221511387,0.5601186950254795,standardized high-minus-low outcome rate difference,0.8903436988543372,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,cognitive,amount,backward_chaining,Backward chaining,-0.002366491435404364,-0.011985524269179895,0.00768365862267615,0.6723276723276723,bits/trace,-0.00752776587552797,-0.23692209672821243,0.20422830221375868,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,cognitive,timing,verification,Verification,-0.008131269692540981,-0.02277558539043506,0.006056886515726882,0.8561438561438561,bits/trace,0.015843164001509535,-0.018384762824287977,0.05114945119861791,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,cognitive,timing,backtracking,Backtracking,-0.011324978147307475,-0.019667758709799272,-0.004440069701097776,0.996003996003996,bits/trace,-0.0524643154274681,-0.10854036743815029,0.005115080450576044,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,cognitive,timing,subgoal,Subgoal setting,-1.729716057074163e-05,-0.010604977046810156,0.010247771714822062,0.4975024975024975,bits/trace,0.034109507736854394,-0.013179273740917173,0.07740790182964967,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,planning,Planning,binary,412,2,cognitive,timing,backward_chaining,Backward chaining,-0.002374293853530027,-0.0164518376856096,0.013096772882565154,0.6293706293706294,bits/trace,0.12119429896349415,-0.007701656247295045,0.23922185468645132,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,conversational,amount,Question_and_Answering,Question–answer,-1.3458861354354757e-05,-0.00562641741940287,0.005839501781713457,0.4785214785214785,delta R2,0.0017126022586579405,-0.1714173724401102,0.1825518780591032,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,conversational,amount,Perspective_Shift,Perspective shift,-0.00033328393015631474,-0.0023589969284855453,0.00172190205836059,0.6143856143856143,delta R2,0.06898143744196873,-0.095971353798625,0.2433026768470333,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,conversational,amount,Conflict_of_Perspectives,Perspective conflict,-0.004183043462773435,-0.007723222957270965,-0.00062592549281342,0.986013986013986,delta R2,-0.057995340537849195,-0.2332611509734179,0.1130995883234346,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,conversational,amount,Reconciliation,Reconciliation,0.009508693453572432,-0.00931959913986182,0.02849813757617919,0.16883116883116883,delta R2,-0.2444796245020741,-0.4017848440646363,-0.06815324221228168,standardized high-minus-low outcome rate difference,0.9904761904761905,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,conversational,timing,Question_and_Answering,Question–answer,-0.010099257482986576,-0.02189095267426099,0.00145983912547203,0.955044955044955,delta R2,0.022400697539562087,-0.030631983179324185,0.07290717059027603,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,conversational,timing,Perspective_Shift,Perspective shift,-0.008887126903114545,-0.01962888353322222,0.0029950017060280027,0.9430569430569431,delta R2,0.011125987074409371,-0.003757234084708285,0.02594482901372356,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,conversational,timing,Conflict_of_Perspectives,Perspective conflict,-0.013158820081601024,-0.023726091256088738,-0.003047743390183139,0.995004995004995,delta R2,0.03698067345041578,0.00468015608696408,0.0709613806696337,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,conversational,timing,Reconciliation,Reconciliation,-0.00301179261003652,-0.008519346009331968,0.0030317704101784143,0.8621378621378621,delta R2,0.0076859809549868485,-0.016806613231631858,0.03104835880099851,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,cognitive,amount,verification,Verification,-0.0019456991272630215,-0.015137396314314813,0.009148218976749606,0.6063936063936064,delta R2,-0.17500007335232806,-0.34694147306830075,-3.0775679447925144e-05,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,cognitive,amount,backtracking,Backtracking,-0.0036112448661803002,-0.009229619860730953,0.0014061539433482188,0.906093906093906,delta R2,-0.06114406063032097,-0.23470641449300267,0.11776643614134297,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,cognitive,amount,subgoal,Subgoal setting,-0.002070297398478219,-0.004937682228229933,0.0007172511863456677,0.929070929070929,delta R2,0.03919706389580449,-0.13844018926069868,0.20935787342607223,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,cognitive,amount,backward_chaining,Backward chaining,0.0011675132186402023,-0.0008294038320330605,0.00424351761358956,0.35764235764235763,delta R2,-0.019797197132662762,-0.21817159300501768,0.15878000160702938,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,cognitive,timing,verification,Verification,0.0005353763538301446,-0.005609270070565638,0.006636593840988766,0.4435564435564436,delta R2,0.014731819958812342,-0.10803868586701493,0.12908008545827218,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,cognitive,timing,backtracking,Backtracking,0.005069870935307267,-0.014194379444671586,0.024647690931702885,0.2997002997002997,delta R2,0.07122416672359533,-0.019351183830109215,0.1643791843748193,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,cognitive,timing,subgoal,Subgoal setting,0.01662003437520356,-0.006778970427354753,0.040247626247188716,0.09090909090909091,delta R2,0.04916447999458634,0.015318754600324377,0.07889710979250764,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,moral,Moral,continuous,500,393,cognitive,timing,backward_chaining,Backward chaining,-0.00047708926028848997,-0.0012038590158807868,8.558267274515128e-05,0.8901098901098901,delta R2,,,,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,idea,Idea,continuous,493,14,conversational,amount,Question_and_Answering,Question–answer,0.014570218354717253,-0.012355160148491051,0.03907324535093497,0.14585414585414586,delta R2,-0.2971991451042359,-0.5013277055017908,-0.09779366772096276,standardized high-minus-low outcome rate difference,0.9686916856728178,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,idea,Idea,continuous,493,14,conversational,amount,Perspective_Shift,Perspective shift,-0.009343892817475719,-0.015492440451064252,-0.0037110674545114005,1.0,delta R2,0.17724016439359463,-0.025692609344777937,0.37093970432881695,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,idea,Idea,continuous,493,14,conversational,amount,Conflict_of_Perspectives,Perspective conflict,-0.0016877072947712865,-0.008364273770165465,0.0047829395755488325,0.6903096903096904,delta R2,0.2699139759758561,0.0947501098520891,0.4420186735259027,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,idea,Idea,continuous,493,14,conversational,amount,Reconciliation,Reconciliation,-0.009254823693604914,-0.015819894335480415,-0.003766188869814865,0.998001998001998,delta R2,-0.09609164567089147,-0.3047853854984249,0.1158656147282319,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
reasoner,DeepSeek-R1 Distill 8B,idea,Idea,continuous,493,14,conversational,timing,Question_and_Answering,Question–answer,-0.006231885130176505,-0.01586972893050667,0.004300906362815194,0.8881118881118881,delta R2,-0.03442852224119253,-0.0772084641717867,0.005839852154980814,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
